Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference
Inflows,Secured,Wells,2026-04-09,I.S.4,USD,Y,SP-7,,,Day 6,0.0,,A-1-Q,Y,,>2 Yr <= 3 Yr,Central Bank,ENTITY-04,Wealth Management,2026-04-15,Bank,Y,11501.893,Extendable,Y,150.0,19333.447,N,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-04-09,I.S.5,USD,Y,SP-3,,,Day 36,0.0,,A-1-Q,N,,>5 Yr,FHLB,ENTITY-03,Treasury,2026-05-15,Other Supervised Non-Bank Financial Entity,N,24491.198,Extendable,Y,50.0,34353.221,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-04-09,I.S.6,JPY,N,SP-5,,,Day 25,38529.418,Day 57,A-1-Q,N,,>= 1 Yr <= 2 Yr,FHLB,ENTITY-12,Treasury,2026-05-04,Bank,N,10577.952,Extendable,Y,150.0,56913.379,N,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-04-09,I.S.7,JPY,N,SP-3,,,Day 52,34815.54,Day 29,G-2-Q,N,,>4 Yr <= 5 Yr,NULL,ENTITY-06,Treasury,2026-05-31,Other Supervised Non-Bank Financial Entity,Y,30521.694,Puttable,Y,50.0,52315.428,N,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-04-09,I.S.8,USD,Y,SP-4,,,Day 46,0.0,,A-1-Q,Y,,180 - 270 Days,Securities Lending,,Wealth Management,2026-05-25,Broker-Dealer,N,58764.629,NULL,N,20.0,22432.349,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-04-09,I.S.9,HKD,N,SP-6,,,151 - 179 Days,0.0,,A-1-Q,N,,151 - 179 Days,Other,,Retail Banking,2026-09-07,Investment Company or Advisor,N,8600.003,Callable,N,50.0,59917.96,N,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-04-09,I.S.10,USD,Y,SP-3,,,Day 53,0.0,,CB-1-Q,N,,151 - 179 Days,Central Bank,,Markets,2026-06-01,Broker-Dealer,N,4590.446,Puttable,N,100.0,17715.688,Y,N,,,,,,,,,,
Inflows,Other,Wells,2026-04-09,I.O.1,JPY,N,,,,Day 35,0.0,,S-3-Q,N,,,,ENTITY-12,Commercial Banking,2026-05-14,MDB,N,7502.201,,Y,,11028.876,,,,,,,,,,,,
Inflows,Other,Wells,2026-04-09,I.O.2,GBP,N,,,,Day 35,0.0,,LC-1,Y,,,,ENTITY-13,Wealth Management,2026-05-14,Small Business,N,3337.86,,Y,,5433.398,,,,,,,,,,,,
Inflows,Other,Wells,2026-04-09,I.O.3,SGD,N,,,,Day 32,0.0,,E-1,Y,,,,,Prime Brokerage,2026-05-11,Other,N,13231.148,,N,,4453.345,,,,,,,,,,,,
Inflows,Other,Wells,2026-04-09,I.O.4,AUD,N,,,,Day 3,0.0,,A-4,Y,,,,ENTITY-20,Commercial Banking,2026-04-12,Financial Market Utility,N,3074.179,,Y,,4274.353,,,,,,,,,,,,
Inflows,Other,Wells,2026-04-09,I.O.5,SGD,N,,,,Day 25,0.0,,P-1,N,,,,ENTITY-14,Treasury,2026-05-04,MDB,N,7647.025,,Y,,3445.055,,,,,,,,,,,,
Inflows,Other,Wells,2026-04-09,I.O.6,USD,Y,,,,180 - 270 Days,0.0,,E-1-Q,Y,,,,,Treasury,2026-10-27,Investment Company or Advisor,N,4129.998,,N,,8884.317,,,,,,,,,,,,
Inflows,Other,Wells,2026-04-09,I.O.7,CNY,N,,,,Day 1,0.0,,S-1-Q,N,,,,,Markets,2026-04-10,Other,N,7163.111,,N,,9296.948,,,,,,,,,,,,
Inflows,Other,Wells,2026-04-09,I.O.8,HKD,N,,,,68 - 74 Days,0.0,,E-1,Y,,,,,Wealth Management,2026-06-19,Sovereign,Y,2825.786,,N,,4436.51,,,,,,,,,,,,
Inflows,Other,Wells,2026-04-09,I.O.9,USD,Y,,,,Day 36,9048.46,Day 47,CB-4,N,,,,,Markets,2026-05-15,GSE,N,6576.22,,N,,7752.79,,,,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.1,USD,Y,,,,Day 31,4034.689,Day 36,CB-3-Q,,,,,ENTITY-02,Wealth Management,2026-05-10,Bank,Y,5887.981,Callable,Y,,9083.274,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.2,JPY,N,,,,180 - 270 Days,0.0,,A-5-Q,,,,,,Wealth Management,2026-12-22,Financial Market Utility,Y,4799.726,Puttable,N,,10488.74,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.3,USD,Y,,,,61 - 67 Days,31743.62,Day 55,CB-2,,,,,,Markets,2026-06-13,Financial Market Utility,N,26680.856,Callable,N,,12468.014,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.4,CHF,N,,,,Day 24,35483.586,Day 40,S-8,,,,,ENTITY-07,Markets,2026-05-03,Bank,N,18837.359,Callable,Y,,17839.688,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.5,EUR,N,,,,Day 49,0.0,,CB-3-Q,,,,,ENTITY-09,Wealth Management,2026-05-28,Bank,N,35994.863,Puttable,Y,,33220.201,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.6,USD,Y,,,,Day 28,0.0,,CB-3-Q,,,,,,Wealth Management,2026-05-07,Bank,Y,27592.832,Extendable,N,,39910.857,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.7,AUD,N,,,,Day 47,0.0,,G-1,,,,,ENTITY-01,Wealth Management,2026-05-26,Bank,N,34071.434,NULL,Y,,8278.119,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.8,CNY,N,,,,Day 5,26126.93,Perpetual,E-2,,,,,ENTITY-07,Wealth Management,2026-04-14,Financial Market Utility,Y,16069.26,NULL,Y,,27313.093,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.9,CNY,N,,,,>5 Yr,0.0,,IG-2-Q,,,,,ENTITY-11,Retail Banking,2034-09-18,Bank,Y,32053.322,NULL,Y,,42.484,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.10,JPY,N,,,,Day 12,0.0,,P-1,,,,,,Wealth Management,2026-04-21,Bank,Y,22711.356,Puttable,N,,5713.41,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.11,HKD,N,,,,Day 47,0.0,,S-8,,,,,ENTITY-10,Commercial Banking,2026-05-26,Bank,N,33553.214,Extendable,Y,,19801.938,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.12,SGD,N,,,,61 - 67 Days,0.0,,E-2,,,,,,Retail Banking,2026-06-11,Financial Market Utility,Y,39466.181,Callable,N,,14062.956,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.13,GBP,N,,,,Perpetual,0.0,,G-1-Q,,,,,,Prime Brokerage,,Broker-Dealer,Y,37473.731,Callable,N,,7591.001,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.14,AUD,N,,,,Day 37,0.0,,S-2-Q,,,,,,Prime Brokerage,2026-05-16,Bank,Y,34918.806,Callable,N,,26341.494,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.15,USD,Y,,,,180 - 270 Days,0.0,,S-8,,,,,,Markets,2026-12-12,Financial Market Utility,Y,1404.374,Extendable,N,,18393.898,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.16,EUR,N,,,,Day 29,0.0,,A-0-Q,,,,,,Commercial Banking,2026-05-08,Broker-Dealer,N,36531.157,NULL,N,,38075.586,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.17,CAD,N,,,,Day 57,0.0,,S-4,,,,,,Commercial Banking,2026-06-05,Financial Market Utility,N,15139.604,Extendable,N,,10585.381,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.18,CHF,N,,,,Day 19,0.0,,S-1-Q,,,,,,Retail Banking,2026-04-28,Financial Market Utility,Y,23864.875,Extendable,N,,32172.41,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-04-09,O.W.19,USD,Y,,,,Day 48,20880.48,Day 29,IG-2-Q,,,,,ENTITY-12,Commercial Banking,2026-05-27,Bank,Y,37312.406,Callable,Y,,36476.344,,,Capital,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.1,USD,Y,SP-8,,,Day 59,0.0,,S-1-Q,Y,,,,ENTITY-07,Markets,2026-06-07,Other Supervised Non-Bank Financial Entity,Y,27401.884,NULL,Y,,45071.143,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.2,CHF,N,SP-3,,,Day 24,0.0,,G-2-Q,N,,,,,Commercial Banking,2026-05-03,Other Supervised Non-Bank Financial Entity,N,12970.063,Callable,N,,41897.672,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.3,USD,Y,SP-1,,,Day 20,0.0,,A-1-Q,N,,,,ENTITY-17,Markets,2026-04-29,Non-Regulated Fund,Y,4313.549,NULL,Y,,36502.31,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.4,USD,Y,SP-1,,,61 - 67 Days,0.0,,A-1-Q,Y,,,,ENTITY-11,Wealth Management,2026-06-15,Non-Regulated Fund,Y,4878.645,Puttable,Y,,1083.704,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.5,USD,Y,SP-7,,,Day 24,29712.745,Day 7,S-1-Q,Y,,,,,Wealth Management,2026-05-03,MDB,Y,3930.365,Callable,N,,27055.255,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.6,USD,Y,SP-3,,,Day 8,0.0,,G-2-Q,N,,,,,Markets,2026-04-17,Central Bank,Y,4233.352,NULL,N,,18866.752,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.7,JPY,N,SP-6,,,>= 1 Yr <= 2 Yr,0.0,,G-2-Q,N,,,,,Markets,2027-06-14,Central Bank,Y,22555.312,Callable,N,,58.167,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.8,USD,Y,SP-4,,,Day 56,0.0,,S-1-Q,Y,,,,ENTITY-09,Markets,2026-06-04,Investment Company or Advisor,N,32705.551,Callable,Y,,38356.553,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.9,USD,Y,SP-8,,,Day 39,34018.38,Day 17,CB-2-Q,Y,,,,ENTITY-07,Wealth Management,2026-05-18,Small Business,Y,48668.574,Callable,Y,,21293.564,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.10,SGD,N,SP-1,,,Day 26,0.0,,G-2-Q,Y,,,,ENTITY-01,Wealth Management,2026-05-05,Financial Market Utility,N,47208.246,Callable,Y,,49776.597,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-04-09,O.S.11,USD,Y,SP-8,,,>3 Yr <= 4 Yr,0.0,,A-1-Q,N,,,,ENTITY-10,Retail Banking,2029-04-17,Investment Company or Advisor,N,14332.966,Callable,Y,,50598.403,,N,,,,,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.1,JPY,N,,,,Day 54,,,A-1-Q,,,,,,Wealth Management,2026-06-02,Retail,Y,57045.627,NULL,N,,42968.067,,,,Y,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.2,SGD,N,,,,Day 8,,,E-2-Q,,,,,,Retail Banking,2026-04-17,Retail,N,145.728,Callable,N,,63472.764,,,,Y,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.3,AUD,N,,,,271 - 364 Days,,,S-7,,,,,,Commercial Banking,2027-04-08,Small Business,Y,37809.2,Extendable,N,,64097.352,,,,Y,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.4,SGD,N,,,,Day 23,,,E-2,,,,,ENTITY-15,Treasury,2026-05-02,Retail,N,11838.659,Extendable,Y,,26256.75,,,,N,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.5,HKD,N,,,,Day 2,,,A-1-Q,,,,,,Retail Banking,2026-04-11,Retail,Y,64985.109,Extendable,N,,48524.516,,,,N,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.6,USD,N,,,,91 - 120 Days,,,LC-2,,,,,ENTITY-05,Wealth Management,2026-07-12,Non-Financial Corporate,N,38179.106,Callable,Y,,39706.716,,,,Y,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.7,USD,Y,,,,Day 47,,,A-0-Q,,,,,,Retail Banking,2026-05-26,Retail,Y,24231.857,NULL,N,,74598.615,,,,Y,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.8,EUR,N,,,,Perpetual,,,S-7-Q,,,,,,Wealth Management,,Retail,N,6697.129,NULL,N,,40249.281,,,,Y,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.9,HKD,N,,,,Day 32,,,P-2,,,,,,Wealth Management,2026-05-11,Small Business,N,27321.54,Extendable,N,,14574.946,,,,N,Contractual,N,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.10,USD,Y,,,,83 - 90 Days,,,G-2-Q,,,,,ENTITY-11,Markets,2026-07-04,Small Business,Y,26479.209,Extendable,Y,,73725.435,,,,N,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.11,AUD,N,,,,Day 35,,,P-2,,,,,ENTITY-01,Wealth Management,2026-05-14,Retail,N,27933.248,Extendable,Y,,35284.298,,,,Y,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.12,USD,Y,,,,Day 24,,,IG-1-Q,,,,,ENTITY-09,Treasury,2026-05-03,Retail,Y,34059.639,NULL,Y,,20207.604,,,,N,Contractual,Y,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.13,USD,Y,,,,Day 14,,,S-1-Q,,,,,,Wealth Management,2026-04-23,Retail,N,50891.552,NULL,N,,74421.206,,,,Y,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.14,USD,Y,,,,>4 Yr <= 5 Yr,,,A-2,,,,,ENTITY-02,Wealth Management,2031-01-01,Retail,Y,6016.109,NULL,Y,,40206.651,,,,N,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-04-09,O.D.15,SGD,N,,,,Day 34,,,A-5,,,,,ENTITY-06,Markets,2026-05-13,Retail,N,56951.467,NULL,Y,,7204.604,,,,Y,Contractual,N,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.1,USD,Y,,,,Day 59,0.0,,A-5-Q,,,,,,Prime Brokerage,2026-06-07,Central Bank,Y,6841.711,,N,,8274.272,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.2,USD,Y,,,,Day 28,0.0,,E-1-Q,,,,,ENTITY-01,Retail Banking,2026-05-07,Other Supervised Non-Bank Financial Entity,N,19316.71,,Y,,13514.398,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.3,USD,Y,,,,Day 28,18336.532,Day 12,S-4,,,,,,Wealth Management,2026-05-07,Small Business,N,1478.267,,N,,2638.385,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.4,USD,Y,,,,Day 41,0.0,,S-2,,,,,ENTITY-11,Commercial Banking,2026-05-20,Other Supranational,Y,7078.907,,Y,,10833.992,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.5,GBP,N,,,,Day 30,0.0,,G-3,,,,,,Commercial Banking,2026-05-09,Bank,N,18631.897,,N,,12326.992,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.6,EUR,N,,,,Day 19,18049.93,Day 32,CB-3,,,,,,Treasury,2026-04-28,PSE,Y,15802.714,,N,,15612.541,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.7,EUR,N,,,,151 - 179 Days,0.0,,E-1-Q,,,,,ENTITY-13,Wealth Management,2026-09-12,Bank,Y,9957.378,,Y,,7430.044,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.8,SGD,N,,,,Day 35,2524.442,Day 52,G-3,,,,,ENTITY-07,Commercial Banking,2026-05-14,Other,Y,15448.762,,Y,,4477.326,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.9,USD,Y,,,,Day 6,0.0,,S-4,,,,,ENTITY-19,Markets,2026-04-15,Sovereign,Y,3889.506,,Y,,14884.992,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.10,GBP,N,,,,Day 28,0.0,,G-2-Q,,,,,,Markets,2026-05-07,Non-Regulated Fund,Y,4274.224,,N,,1857.726,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.11,CNY,N,,,,Day 48,8463.935,Day 25,P-1,,,,,ENTITY-19,Commercial Banking,2026-05-27,Non-Regulated Fund,Y,2791.171,,Y,,4666.321,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.12,USD,Y,,,,91 - 120 Days,0.0,,S-4-Q,,,,,,Markets,2026-07-21,Pension Fund,Y,17918.447,,N,,19736.413,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.13,JPY,N,,,,Day 44,0.0,,E-2-Q,,,,,ENTITY-12,Commercial Banking,2026-05-23,Retail,N,13327.462,,Y,,3616.056,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.14,JPY,N,,,,Day 20,412.578,Day 9,E-1,,,,,,Markets,2026-04-29,Retail,Y,7685.248,,N,,3183.726,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.15,USD,Y,,,,Day 15,0.0,,C-1,,,,,ENTITY-08,Commercial Banking,2026-04-24,MDB,Y,9607.809,,Y,,15495.512,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.16,USD,Y,,,,Day 4,1644.807,Day 9,LC-2,,,,,,Prime Brokerage,2026-04-13,Financial Market Utility,Y,6465.673,,N,,5871.412,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.17,JPY,N,,,,83 - 90 Days,9141.773,Day 52,A-5,,,,,ENTITY-16,Prime Brokerage,2026-07-05,PSE,N,1730.534,,Y,,1827.555,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.18,USD,Y,,,,Day 33,15929.687,Day 57,S-2-Q,,,,,,Wealth Management,2026-05-12,Non-Financial Corporate,N,11988.715,,N,,6085.834,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.19,CHF,N,,,,Day 54,0.0,,S-4-Q,,,,,ENTITY-08,Retail Banking,2026-06-02,GSE,N,1481.02,,Y,,12005.944,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.20,CNY,N,,,,Day 11,0.0,,S-2-Q,,,,,ENTITY-02,Treasury,2026-04-20,Central Bank,Y,1090.228,,Y,,11373.438,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.21,USD,Y,,,,Day 34,6191.563,Day 36,IG-1,,,,,,Retail Banking,2026-05-13,Retail,N,791.468,,N,,7904.171,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-09,O.O.22,CAD,N,,,,Day 17,6039.959,Day 15,G-2,,,,,,Markets,2026-04-26,Financial Market Utility,Y,6011.37,,N,,1593.957,,,,,,,,,,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-09,S.DC.1,USD,Y,SP-8,37639.381,,,,,A-1-Q,N,,>= 1 Yr <= 2 Yr,Repo,,Wealth Management,,Broker-Dealer,Y,,,N,,,,,,,,,SP-2,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-09,S.DC.2,USD,Y,SP-2,21412.727,,,,,G-2-Q,N,,91 - 120 Days,Repo,ENTITY-07,Markets,,Bank,Y,,,Y,,,,,,,,,SP-6,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-09,S.DC.3,USD,Y,SP-2,12837.193,,,,,A-1-Q,N,,180 - 270 Days,Repo,ENTITY-01,Treasury,,Broker-Dealer,Y,,,Y,,,,,,,,,SP-3,Overcollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-09,S.DC.4,USD,Y,SP-9,42378.257,,,,,A-1-Q,N,,180 - 270 Days,Securities Lending,,Retail Banking,,Bank,Y,,,N,,,,,,,,,SP-6,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-09,S.DC.5,USD,Y,SP-4,35899.204,,,,,G-2-Q,N,,180 - 270 Days,Other,,Treasury,,Broker-Dealer,N,,,N,,,,,,,,,SP-5,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-09,S.DC.6,USD,Y,SP-1,31385.067,,,,,A-1-Q,Y,,121 - 150 Days,NULL,,Wealth Management,,Bank,N,,,N,,,,,,,,,SP-6,Fully Collateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-09,S.DC.7,USD,Y,SP-5,42451.218,,,,,A-1-Q,N,,271 - 364 Days,Repo,ENTITY-02,Treasury,,Broker-Dealer,Y,,,Y,,,,,,,,,SP-4,Fully Collateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-09,S.DC.8,CAD,N,SP-7,24328.649,,,,,A-1-Q,Y,,>2 Yr <= 3 Yr,NULL,ENTITY-14,Markets,,Bank,Y,,,Y,,,,,,,,,SP-3,Overcollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-09,S.DC.9,USD,Y,SP-1,12461.949,,,,,G-2-Q,N,,Day 30,Derivatives,ENTITY-15,Commercial Banking,,Broker-Dealer,N,,,Y,,,,,,,,,SP-6,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-09,S.DC.10,CAD,N,SP-2,29279.239,,,,,A-1-Q,Y,,271 - 364 Days,Central Bank,ENTITY-16,Treasury,,Bank,N,,,Y,,,,,,,,,SP-7,Undercollateralized,Y,,,
