Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference
Outflows,Secured,Wells,2026-04-11,O.S.6,USD,Y,SP-9,,,>= 1 Yr <= 2 Yr,0.0,,CB-2-Q,N,,,,ENTITY-08,Prime Brokerage,2028-04-02,Pension Fund,Y,33712.567,Callable,Y,,10241.552,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-04-11,O.S.7,EUR,N,SP-8,,,Day 16,22231.371,121 - 150 Days,A-1-Q,N,,,,,Commercial Banking,2026-04-27,Retail,N,20005.354,Puttable,N,,37280.002,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-04-11,O.S.8,USD,Y,SP-2,,,Day 40,0.0,,G-2-Q,Y,,,,,Prime Brokerage,2026-05-21,Other Supervised Non-Bank Financial Entity,Y,32720.277,Callable,N,,16795.929,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-04-11,O.S.9,USD,Y,SP-2,,,Day 51,0.0,,G-2-Q,N,,,,ENTITY-07,Markets,2026-06-01,MDB,Y,41283.547,Puttable,Y,,29621.136,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-04-11,O.S.10,USD,Y,SP-1,,,>4 Yr <= 5 Yr,0.0,,A-1-Q,Y,,,,ENTITY-19,Wealth Management,2030-05-02,GSE,Y,28813.766,Callable,Y,,40926.749,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-04-11,O.S.11,EUR,N,SP-4,,,Day 27,0.0,,G-2-Q,N,,,,,Commercial Banking,2026-05-08,Non-Financial Corporate,Y,29460.234,Callable,N,,25662.603,,N,,,,,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.1,CNY,N,,,,Day 38,,,S-1,,,,,ENTITY-14,Markets,2026-05-19,Small Business,N,29512.781,Puttable,Y,,45545.986,,,,Y,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.2,USD,Y,,,,Day 44,,,IG-2,,,,,ENTITY-16,Retail Banking,2026-05-25,Retail,N,14342.823,NULL,Y,,16658.664,,,,Y,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.3,USD,Y,,,,Day 36,,,A-2,,,,,ENTITY-15,Retail Banking,2026-05-17,Retail,Y,37323.266,Extendable,Y,,16748.088,,,,Y,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.4,USD,Y,,,,Day 24,,,CB-3-Q,,,,,ENTITY-17,Treasury,2026-05-05,Retail,N,65833.682,Extendable,Y,,70857.704,,,,Y,Other,N,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.5,SGD,N,,,,Day 31,,,S-8,,,,,,Treasury,2026-05-12,Non-Financial Corporate,N,29128.882,Callable,N,,12356.471,,,,N,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.6,USD,Y,,,,Day 58,,,S-3-Q,,,,,ENTITY-11,Commercial Banking,2026-06-08,Small Business,Y,17897.636,NULL,Y,,30966.154,,,,Y,Other,N,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.7,JPY,N,,,,Day 37,,,A-0-Q,,,,,,Retail Banking,2026-05-18,Retail,N,72260.311,Extendable,N,,145.332,,,,Y,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.8,USD,Y,,,,Day 23,,,Z-1,,,,,ENTITY-06,Retail Banking,2026-05-04,Small Business,N,61469.886,Callable,Y,,47398.232,,,,N,Rating,N,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.9,CNY,N,,,,Day 57,,,E-1,,,,,,Commercial Banking,2026-06-07,Retail,Y,4752.039,Puttable,N,,6897.459,,,,Y,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.10,USD,Y,,,,Day 48,,,LC-1,,,,,ENTITY-06,Prime Brokerage,2026-05-29,Retail,Y,37831.573,Callable,Y,,49784.985,,,,Y,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.11,CAD,N,,,,>2 Yr <= 3 Yr,,,S-6,,,,,,Wealth Management,2028-12-10,Retail,Y,28695.768,Extendable,N,,28938.234,,,,N,Contractual,N,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.12,GBP,N,,,,>4 Yr <= 5 Yr,,,E-2,,,,,,Treasury,2030-05-04,Non-Financial Corporate,N,25660.14,Extendable,N,,9534.141,,,,Y,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.13,USD,Y,,,,Day 14,,,G-1,,,,,,Markets,2026-04-25,Small Business,N,34057.149,Puttable,N,,4660.917,,,,Y,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.14,USD,Y,,,,Day 52,,,S-7,,,,,ENTITY-20,Prime Brokerage,2026-06-02,Small Business,Y,35999.253,NULL,Y,,180.95,,,,Y,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-04-11,O.D.15,USD,N,,,,Open,,,Z-1,,,,,ENTITY-01,Treasury,,Small Business,N,60308.688,NULL,Y,,35353.014,,,,N,Rating,Y,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.1,USD,Y,,,,Day 5,0.0,,S-1,,,,,,Retail Banking,2026-04-16,Non-Financial Corporate,N,4229.734,,N,,2200.438,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.2,USD,Y,,,,Day 26,0.0,,S-7-Q,,,,,,Wealth Management,2026-05-07,Financial Market Utility,Y,13487.45,,N,,929.172,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.3,USD,Y,,,,91 - 120 Days,0.0,,C-1,,,,,,Retail Banking,2026-07-29,Central Bank,Y,3896.787,,N,,7610.143,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.4,USD,Y,,,,Day 48,0.0,,S-2,,,,,,Retail Banking,2026-05-29,GSE,Y,15616.481,,N,,4604.744,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.5,USD,Y,,,,Day 29,0.0,,S-7-Q,,,,,,Commercial Banking,2026-05-10,Other,Y,9098.143,,N,,4107.802,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.6,USD,Y,,,,Day 22,0.0,,A-5-Q,,,,,,Retail Banking,2026-05-03,Other Supervised Non-Bank Financial Entity,Y,15415.651,,N,,1743.24,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.7,CNY,N,,,,Day 26,0.0,,CB-4,,,,,ENTITY-19,Wealth Management,2026-05-07,Bank,Y,376.088,,Y,,8677.503,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.8,USD,N,,,,Day 53,0.0,,E-2-Q,,,,,ENTITY-13,Markets,2026-06-03,Financial Market Utility,N,13738.354,,Y,,1483.987,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.9,USD,Y,,,,Day 14,0.0,,S-3-Q,,,,,,Prime Brokerage,2026-04-25,MDB,Y,9310.932,,N,,4319.149,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.10,USD,Y,,,,Day 45,0.0,,S-6,,,,,ENTITY-19,Markets,2026-05-26,Non-Financial Corporate,Y,4712.254,,Y,,1982.105,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.11,USD,Y,,,,Day 40,0.0,,G-3,,,,,,Prime Brokerage,2026-05-21,Pension Fund,N,17136.803,,N,,13216.938,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.12,CAD,N,,,,Day 16,0.0,,G-2-Q,,,,,ENTITY-18,Wealth Management,2026-04-27,PSE,Y,14534.486,,Y,,5332.837,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.13,EUR,N,,,,>5 Yr,0.0,,A-1-Q,,,,,ENTITY-18,Prime Brokerage,2032-08-24,PSE,N,1991.214,,Y,,9502.219,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.14,CNY,N,,,,Day 31,0.0,,IG-2-Q,,,,,ENTITY-05,Wealth Management,2026-05-12,Other,N,2620.472,,Y,,4263.75,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.15,USD,Y,,,,Day 51,0.0,,LC-2,,,,,ENTITY-14,Retail Banking,2026-06-01,Other Supervised Non-Bank Financial Entity,Y,18996.419,,Y,,16731.343,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.16,AUD,N,,,,Day 34,0.0,,P-2,,,,,ENTITY-01,Commercial Banking,2026-05-15,Pension Fund,Y,17797.202,,Y,,6782.135,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.17,USD,Y,,,,Day 22,0.0,,A-3-Q,,,,,ENTITY-11,Markets,2026-05-03,Central Bank,N,926.696,,Y,,3463.752,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.18,USD,Y,,,,Day 4,0.0,,A-4,,,,,,Wealth Management,2026-04-15,Central Bank,Y,4015.684,,N,,17385.704,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.19,EUR,N,,,,Day 34,1908.24,Day 30,E-2-Q,,,,,,Treasury,2026-05-15,Sovereign,N,2085.378,,N,,10962.0,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.20,USD,Y,,,,Day 30,18604.281,Open,A-2-Q,,,,,ENTITY-13,Markets,2026-05-11,MDB,N,5482.61,,Y,,15976.272,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.21,CHF,N,,,,Day 20,0.0,,S-8,,,,,,Prime Brokerage,2026-05-01,Pension Fund,N,1553.243,,N,,3806.391,,,,,,,,,,,,
Outflows,Other,Wells,2026-04-11,O.O.22,CNY,N,,,,Day 13,0.0,,A-3,,,,,,Treasury,2026-04-24,Other Supervised Non-Bank Financial Entity,N,16003.917,,N,,17766.906,,,,,,,,,,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-11,S.DC.1,USD,Y,SP-4,32843.097,,,,,A-1-Q,N,,>5 Yr,Central Bank,,Wealth Management,,Bank,N,,,N,,,,,,,,,SP-8,Undercollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-11,S.DC.2,USD,Y,SP-4,25738.946,,,,,A-1-Q,Y,,Day 90,Central Bank,ENTITY-14,Retail Banking,,Broker-Dealer,N,,,Y,,,,,,,,,SP-8,Undercollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-11,S.DC.3,USD,Y,SP-1,31583.807,,,,,A-1-Q,Y,,151 - 179 Days,Repo,,Treasury,,Bank,N,,,N,,,,,,,,,SP-1,Fully Collateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-11,S.DC.4,CAD,N,SP-7,18183.4,,,,,G-2-Q,Y,,151 - 179 Days,Central Bank,ENTITY-03,Commercial Banking,,Bank,N,,,Y,,,,,,,,,SP-2,Overcollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-11,S.DC.5,USD,Y,SP-2,25932.218,,,,,A-1-Q,Y,,151 - 179 Days,Securities Lending,ENTITY-17,Prime Brokerage,,Other,Y,,,Y,,,,,,,,,SP-9,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-11,S.DC.6,CHF,N,SP-7,31265.696,,,,,G-2-Q,N,,151 - 179 Days,Repo,,Prime Brokerage,,Broker-Dealer,Y,,,N,,,,,,,,,SP-1,Overcollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-11,S.DC.7,USD,Y,SP-9,1696.82,,,,,A-1-Q,Y,,Day 30,Derivatives,ENTITY-01,Markets,,Bank,N,,,Y,,,,,,,,,SP-7,Fully Collateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-11,S.DC.8,USD,Y,SP-7,7128.617,,,,,CB-1-Q,N,,>4 Yr <= 5 Yr,Central Bank,ENTITY-08,Markets,,Other,Y,,,Y,,,,,,,,,SP-5,Undercollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-11,S.DC.9,USD,Y,SP-6,13571.483,,,,,A-1-Q,N,,>4 Yr <= 5 Yr,Derivatives,ENTITY-15,Wealth Management,,Bank,N,,,Y,,,,,,,,,SP-4,Overcollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-04-11,S.DC.10,JPY,N,SP-3,27462.071,,,,,A-1-Q,N,,Perpetual,Central Bank,ENTITY-05,Wealth Management,,Broker-Dealer,N,,,Y,,,,,,,,,SP-4,Overcollateralized,Y,,,
