Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference
Inflows,Unsecured,Wells,2026-03-23,I.U.4,SGD,N,,,,>5 Yr,974.851,>4 Yr <= 5 Yr,,,,Perpetual,FHLB,ENTITY-17,Markets,2033-06-11,MDB,Y,17355.04,Callable,Y,150.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-23,I.U.5,USD,Y,,,,Day 58,0.0,,,,,121 - 150 Days,NULL,ENTITY-13,Commercial Banking,2026-05-20,Retail,N,23781.329,Extendable,Y,150.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-23,I.U.6,SGD,N,,,,Perpetual,0.0,,,,,Day 60,FHLB,ENTITY-11,Prime Brokerage,,Other Supranational,N,20634.204,NULL,Y,20.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-23,I.U.7,USD,Y,,,,Day 5,0.0,,,,,Day 90,Securities Lending,ENTITY-01,Retail Banking,2026-03-28,Retail,Y,24797.257,Extendable,Y,100.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-23,I.U.8,USD,Y,,,,Day 15,0.0,,,,,151 - 179 Days,Securities Lending,,Prime Brokerage,2026-04-07,Debt Issuing SPE,Y,6034.58,Puttable,N,100.0,,,,,,,,,,,,,
Inflows,Secured,Wells,2026-03-23,I.S.1,CNY,N,SP-2,,,91 - 120 Days,0.0,,CB-1-Q,N,,>4 Yr <= 5 Yr,NULL,,Retail Banking,2026-07-17,Broker-Dealer,N,39209.303,Puttable,N,150.0,55112.414,N,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-23,I.S.2,CHF,N,SP-3,,,>3 Yr <= 4 Yr,0.0,,A-2-Q,Y,,Perpetual,Derivatives,ENTITY-01,Wealth Management,2029-12-13,Broker-Dealer,Y,36854.905,NULL,Y,100.0,19538.255,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-23,I.S.3,JPY,N,SP-5,,,271 - 364 Days,0.0,,A-1-Q,Y,,Day 1,Repo,ENTITY-20,Prime Brokerage,2027-01-21,Broker-Dealer,N,4241.886,Extendable,Y,20.0,43987.808,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-23,I.S.4,CHF,N,SP-8,,,Day 56,0.0,,A-2-Q,Y,,91 - 120 Days,Securities Lending,,Markets,2026-05-18,Broker-Dealer,N,56832.022,Extendable,N,100.0,43733.952,N,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-23,I.S.5,CNY,N,SP-9,,,Day 24,0.0,,A-1-Q,Y,,>3 Yr <= 4 Yr,NULL,,Treasury,2026-04-16,Bank,Y,52114.315,Extendable,N,617.19,43232.18,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-23,I.S.6,JPY,N,SP-9,,,Day 55,0.0,,A-1-Q,Y,,Day 30,NULL,ENTITY-11,Commercial Banking,2026-05-17,Bank,Y,6699.079,Extendable,Y,150.0,42562.936,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-23,I.S.7,USD,Y,SP-6,,,Day 16,14734.145,Day 12,G-2-Q,Y,,Day 1,Securities Lending,ENTITY-10,Prime Brokerage,2026-04-08,Broker-Dealer,N,53144.896,NULL,Y,150.0,4174.084,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-23,I.S.8,USD,Y,SP-4,,,Day 60,0.0,,CB-1-Q,N,,Day 30,Repo,ENTITY-20,Markets,2026-05-22,Broker-Dealer,N,52533.158,Puttable,Y,100.0,15472.166,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-23,I.S.9,CHF,N,SP-6,,,91 - 120 Days,0.0,,CB-1-Q,Y,,Day 30,FHLB,,Prime Brokerage,2026-07-14,Investment Company or Advisor,N,14984.293,Puttable,N,124.04,32374.098,N,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-23,I.S.10,CAD,N,SP-6,,,Day 22,0.0,,A-2-Q,Y,,151 - 179 Days,Central Bank,,Markets,2026-04-14,Other Supervised Non-Bank Financial Entity,Y,2838.846,Puttable,N,846.81,11079.006,N,N,,,,,,,,,,
Inflows,Other,Wells,2026-03-23,I.O.1,USD,Y,,,,Day 54,0.0,,S-4-Q,N,,,,ENTITY-19,Treasury,2026-05-16,Other Supervised Non-Bank Financial Entity,N,4954.357,,Y,,3565.79,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-23,I.O.2,USD,Y,,,,Day 23,6065.112,Day 14,CB-3,Y,,,,ENTITY-15,Wealth Management,2026-04-15,Small Business,N,6009.932,,Y,,13830.877,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-23,I.O.3,USD,Y,,,,Day 8,0.0,,E-1-Q,Y,,,,,Treasury,2026-03-31,Non-Financial Corporate,N,3262.571,,N,,3762.549,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-23,I.O.4,EUR,N,,,,Day 16,0.0,,CB-4,Y,,,,,Treasury,2026-04-08,Central Bank,Y,8559.49,,N,,6023.174,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-23,I.O.5,USD,Y,,,,Day 5,0.0,,A-4,N,,,,ENTITY-11,Wealth Management,2026-03-28,Retail,N,13884.198,,Y,,14453.843,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-23,I.O.6,GBP,N,,,,Day 8,0.0,,G-2,N,,,,ENTITY-03,Commercial Banking,2026-03-31,Bank,N,13939.068,,Y,,10100.107,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-23,I.O.7,GBP,N,,,,151 - 179 Days,8031.401,Day 53,A-2,N,,,,,Markets,2026-09-16,PSE,N,5036.197,,N,,14954.913,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-23,I.O.8,USD,Y,,,,>= 1 Yr <= 2 Yr,0.0,,G-3,N,,,,ENTITY-03,Prime Brokerage,2028-02-13,Debt Issuing SPE,Y,1573.318,,Y,,6680.797,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-23,I.O.9,CNY,N,,,,Day 59,0.0,,G-1,N,,,,,Commercial Banking,2026-05-21,Bank,Y,13430.675,,N,,11548.457,,,,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.1,CNY,N,,,,Day 41,0.0,,A-2,,,,,,Prime Brokerage,2026-05-03,Bank,Y,29040.924,Extendable,N,,6013.43,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.2,USD,Y,,,,>2 Yr <= 3 Yr,0.0,,S-6-Q,,,,,,Prime Brokerage,2029-03-09,Bank,Y,1060.503,Puttable,N,,15921.83,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.3,USD,Y,,,,180 - 270 Days,0.0,,CB-2,,,,,ENTITY-03,Markets,2026-10-20,Bank,N,13157.789,Callable,Y,,20828.567,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.4,HKD,N,,,,Day 22,17390.885,Day 2,Z-1,,,,,,Wealth Management,2026-04-14,Financial Market Utility,Y,20067.962,NULL,N,,15752.466,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.5,USD,Y,,,,Day 21,0.0,,A-4,,,,,ENTITY-17,Commercial Banking,2026-04-13,Bank,Y,8209.0,Extendable,Y,,16373.95,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.6,GBP,N,,,,Day 18,0.0,,P-2,,,,,ENTITY-05,Commercial Banking,2026-04-10,Broker-Dealer,N,13827.45,Puttable,Y,,6472.246,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.7,USD,Y,,,,Day 59,4649.982,Day 6,P-1,,,,,,Retail Banking,2026-05-21,Financial Market Utility,Y,38358.142,Extendable,N,,15775.054,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.8,USD,Y,,,,Day 2,0.0,,CB-3-Q,,,,,ENTITY-16,Treasury,2026-03-25,Bank,N,12340.324,Callable,Y,,39624.111,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.9,USD,Y,,,,Day 28,0.0,,S-7,,,,,,Wealth Management,2026-04-20,Bank,N,34150.73,Puttable,N,,19946.572,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.10,AUD,N,,,,151 - 179 Days,0.0,,G-1-Q,,,,,ENTITY-15,Treasury,2026-08-26,Broker-Dealer,N,27789.097,Callable,Y,,24381.665,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.11,USD,Y,,,,Day 2,24009.328,Day 43,S-4-Q,,,,,ENTITY-09,Retail Banking,2026-03-25,Financial Market Utility,N,36858.991,NULL,Y,,2655.355,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.12,USD,Y,,,,>3 Yr <= 4 Yr,38523.758,Day 9,A-3-Q,,,,,,Commercial Banking,2029-08-30,Broker-Dealer,N,14591.884,Extendable,N,,13469.454,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.13,JPY,N,,,,Day 54,0.0,,CB-3-Q,,,,,ENTITY-02,Prime Brokerage,2026-05-16,Bank,N,2913.239,NULL,Y,,37697.582,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.14,USD,Y,,,,Day 22,0.0,,IG-2,,,,,,Retail Banking,2026-04-14,Broker-Dealer,N,12548.656,Puttable,N,,37666.552,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.15,USD,Y,,,,Day 48,0.0,,G-2-Q,,,,,,Prime Brokerage,2026-05-10,Bank,Y,13887.651,Extendable,N,,24022.306,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.16,USD,Y,,,,Day 24,14573.962,121 - 150 Days,A-5-Q,,,,,ENTITY-10,Prime Brokerage,2026-04-16,Broker-Dealer,N,30349.63,Puttable,Y,,18484.733,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.17,CNY,N,,,,Day 46,0.0,,G-2-Q,,,,,ENTITY-18,Retail Banking,2026-05-08,Bank,Y,35106.424,Puttable,Y,,21846.578,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.18,USD,Y,,,,Day 26,0.0,,S-5-Q,,,,,ENTITY-01,Commercial Banking,2026-04-18,Bank,Y,12163.173,Extendable,Y,,36056.55,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-23,O.W.19,USD,Y,,,,Day 10,0.0,,S-8,,,,,ENTITY-02,Wealth Management,2026-04-02,Broker-Dealer,N,29585.767,Puttable,Y,,6618.035,,,Capital,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.1,USD,N,SP-1,,,Day 6,0.0,,G-2-Q,Y,,,,ENTITY-17,Prime Brokerage,2026-03-29,Non-Regulated Fund,N,32115.145,Callable,Y,,46134.294,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.2,USD,Y,SP-8,,,121 - 150 Days,25715.845,Day 26,G-2-Q,N,,,,,Markets,2026-08-01,Debt Issuing SPE,N,24191.46,Puttable,N,,46280.394,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.3,GBP,N,SP-8,,,Day 35,0.0,,A-1-Q,N,,,,ENTITY-07,Markets,2026-04-27,Other Supranational,N,17167.444,Callable,Y,,21195.82,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.4,JPY,N,SP-8,,,Day 57,0.0,,A-1-Q,N,,,,ENTITY-13,Retail Banking,2026-05-19,Non-Financial Corporate,N,48465.105,Callable,Y,,32427.372,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.5,USD,Y,SP-5,,,Day 59,0.0,,A-1-Q,Y,,,,,Commercial Banking,2026-05-21,Investment Company or Advisor,Y,50208.271,Extendable,N,,29497.065,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.6,USD,Y,SP-8,,,Day 41,0.0,,G-2-Q,Y,,,,,Prime Brokerage,2026-05-03,Sovereign,Y,41426.094,NULL,N,,6978.629,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.7,EUR,N,SP-6,,,Day 12,27155.109,Day 9,S-1-Q,Y,,,,,Prime Brokerage,2026-04-04,Non-Financial Corporate,N,20009.72,NULL,N,,34407.393,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.8,SGD,N,SP-1,,,Day 23,0.0,,G-2-Q,N,,,,ENTITY-02,Prime Brokerage,2026-04-15,Broker-Dealer,Y,45300.879,Extendable,Y,,22327.698,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.9,USD,N,SP-5,,,Day 19,0.0,,S-1-Q,N,,,,,Markets,2026-04-11,Central Bank,Y,13572.369,Extendable,N,,42650.891,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.10,USD,Y,SP-3,,,Day 57,0.0,,A-1-Q,Y,,,,ENTITY-10,Markets,2026-05-19,Bank,N,18704.987,Puttable,Y,,9951.821,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-23,O.S.11,EUR,N,SP-3,,,Day 10,0.0,,S-1-Q,Y,,,,ENTITY-17,Wealth Management,2026-04-02,Other Supervised Non-Bank Financial Entity,Y,42632.536,NULL,Y,,21730.599,,N,,,,,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.1,JPY,N,,,,Day 37,,,CB-3,,,,,,Retail Banking,2026-04-29,Retail,N,22568.247,Puttable,N,,14216.754,,,,Y,Contractual,Y,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.2,SGD,N,,,,Day 2,,,S-7-Q,,,,,ENTITY-18,Prime Brokerage,2026-03-25,Retail,Y,17697.227,Puttable,Y,,51936.273,,,,N,Other,N,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.3,USD,Y,,,,Day 37,,,G-3-Q,,,,,ENTITY-15,Retail Banking,2026-04-29,Retail,Y,14208.985,Puttable,Y,,56526.615,,,,N,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.4,HKD,N,,,,Day 16,,,S-2,,,,,ENTITY-14,Treasury,2026-04-08,Retail,N,4062.916,Callable,Y,,53982.996,,,,N,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.5,GBP,N,,,,Day 34,,,S-2-Q,,,,,,Prime Brokerage,2026-04-26,Retail,N,19082.618,Puttable,N,,53412.168,,,,Y,Other,N,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.6,USD,Y,,,,Day 37,,,C-1,,,,,,Commercial Banking,2026-04-29,Retail,Y,54284.288,Callable,N,,36746.523,,,,Y,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.7,USD,Y,,,,Day 58,,,E-1-Q,,,,,,Retail Banking,2026-05-20,Retail,N,42413.567,Callable,N,,73929.012,,,,N,Contractual,Y,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.8,GBP,N,,,,>5 Yr,,,G-1-Q,,,,,,Retail Banking,2033-02-15,Non-Financial Corporate,N,48828.361,NULL,N,,17254.158,,,,N,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.9,CNY,N,,,,Day 20,,,A-2-Q,,,,,,Wealth Management,2026-04-12,Retail,Y,59144.596,NULL,N,,55045.104,,,,Y,Contractual,Y,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.10,HKD,N,,,,Day 26,,,A-2-Q,,,,,,Wealth Management,2026-04-18,Retail,N,27970.14,Puttable,N,,59537.663,,,,Y,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.11,SGD,N,,,,Day 43,,,C-1,,,,,,Markets,2026-05-05,Retail,Y,30532.365,Extendable,N,,46711.167,,,,N,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.12,CAD,N,,,,75 - 82 Days,,,G-1-Q,,,,,ENTITY-03,Markets,2026-06-12,Retail,Y,44735.46,Extendable,Y,,36870.148,,,,N,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.13,AUD,N,,,,91 - 120 Days,,,S-7,,,,,ENTITY-10,Prime Brokerage,2026-07-11,Retail,N,13857.875,NULL,Y,,6128.566,,,,N,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.14,CAD,N,,,,Day 33,,,S-1,,,,,ENTITY-06,Commercial Banking,2026-04-25,Small Business,Y,5299.202,NULL,Y,,27843.421,,,,N,Other,N,,,,,,
Outflows,Deposits,Wells,2026-03-23,O.D.15,USD,Y,,,,Day 25,,,S-6-Q,,,,,,Retail Banking,2026-04-17,Retail,Y,26132.046,Callable,N,,70202.11,,,,N,Contractual,Y,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.1,EUR,N,,,,Day 27,0.0,,CB-1,,,,,,Prime Brokerage,2026-04-19,Other,Y,3097.252,,N,,8022.281,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.2,USD,Y,,,,>= 1 Yr <= 2 Yr,0.0,,LC-1,,,,,,Commercial Banking,2027-10-04,GSE,N,11291.27,,N,,18425.541,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.3,USD,Y,,,,Day 12,0.0,,S-4,,,,,,Markets,2026-04-04,Broker-Dealer,Y,16954.217,,N,,19113.81,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.4,EUR,N,,,,Day 33,17715.388,Day 58,LC-1,,,,,,Prime Brokerage,2026-04-25,Non-Regulated Fund,N,8953.647,,N,,16394.864,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.5,EUR,N,,,,>= 1 Yr <= 2 Yr,0.0,,P-2,,,,,ENTITY-17,Wealth Management,2027-11-17,Other Supranational,N,16742.59,,Y,,12056.464,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.6,SGD,N,,,,Day 34,0.0,,S-6,,,,,,Markets,2026-04-26,Other Supranational,Y,7014.824,,N,,16120.411,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.7,CNY,N,,,,Day 16,0.0,,E-1-Q,,,,,,Retail Banking,2026-04-08,GSE,N,1597.942,,N,,568.995,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.8,USD,Y,,,,Day 6,14865.786,Day 39,S-2,,,,,ENTITY-03,Markets,2026-03-29,Other Supervised Non-Bank Financial Entity,Y,11191.767,,Y,,13669.811,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.9,USD,Y,,,,>3 Yr <= 4 Yr,11498.42,Day 9,CB-2-Q,,,,,ENTITY-04,Wealth Management,2029-09-10,Central Bank,N,5191.102,,Y,,8006.961,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.10,AUD,N,,,,Day 16,0.0,,IG-2,,,,,ENTITY-07,Commercial Banking,2026-04-08,Small Business,N,18568.526,,Y,,8979.087,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.11,USD,Y,,,,83 - 90 Days,0.0,,CB-2,,,,,,Wealth Management,2026-06-15,MDB,N,11369.792,,N,,18211.632,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.12,HKD,N,,,,Day 30,5634.34,Day 18,A-2-Q,,,,,ENTITY-16,Treasury,2026-04-22,Non-Financial Corporate,Y,1609.578,,Y,,7003.388,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.13,AUD,N,,,,Day 31,0.0,,LC-2,,,,,,Wealth Management,2026-04-23,PSE,N,1783.29,,N,,17686.71,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.14,SGD,N,,,,83 - 90 Days,0.0,,P-1,,,,,,Prime Brokerage,2026-06-15,Debt Issuing SPE,N,18325.304,,N,,16022.323,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.15,HKD,N,,,,Day 54,10061.247,Day 17,P-2,,,,,,Markets,2026-05-16,Investment Company or Advisor,Y,2447.643,,N,,8273.184,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.16,USD,Y,,,,Day 50,0.0,,S-5,,,,,,Retail Banking,2026-05-12,PSE,Y,4539.104,,N,,4170.901,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.17,USD,Y,,,,Day 57,0.0,,IG-2,,,,,ENTITY-15,Treasury,2026-05-19,PSE,N,10701.187,,Y,,4371.842,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.18,USD,Y,,,,Day 52,0.0,,A-3,,,,,,Wealth Management,2026-05-14,Central Bank,Y,5026.756,,N,,6350.35,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.19,USD,Y,,,,Day 17,0.0,,A-3-Q,,,,,ENTITY-04,Treasury,2026-04-09,PSE,Y,15925.598,,Y,,18106.132,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.20,CHF,N,,,,Day 11,0.0,,IG-1-Q,,,,,ENTITY-16,Wealth Management,2026-04-03,PSE,N,14460.759,,Y,,15441.674,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.21,USD,Y,,,,Day 3,0.0,,S-2,,,,,,Prime Brokerage,2026-03-26,Central Bank,Y,12381.763,,N,,289.736,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-23,O.O.22,CNY,N,,,,Day 19,0.0,,A-5,,,,,,Retail Banking,2026-04-11,Non-Financial Corporate,Y,19639.376,,N,,11596.429,,,,,,,,,,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-23,S.DC.1,USD,Y,SP-1,42284.7,,,,,G-2-Q,Y,,121 - 150 Days,Central Bank,,Commercial Banking,,Other,N,,,N,,,,,,,,,SP-4,Undercollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-23,S.DC.2,EUR,N,SP-6,3925.465,,,,,G-2-Q,N,,Day 30,NULL,ENTITY-19,Retail Banking,,Broker-Dealer,Y,,,Y,,,,,,,,,SP-7,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-23,S.DC.3,EUR,N,SP-9,32122.444,,,,,G-2-Q,Y,,Day 1,NULL,ENTITY-16,Retail Banking,,Bank,Y,,,Y,,,,,,,,,SP-6,Overcollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-23,S.DC.4,GBP,N,SP-5,23347.46,,,,,CB-1-Q,Y,,180 - 270 Days,NULL,,Commercial Banking,,Broker-Dealer,N,,,N,,,,,,,,,SP-8,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-23,S.DC.5,CNY,N,SP-3,26916.195,,,,,A-1-Q,Y,,Perpetual,Central Bank,ENTITY-07,Markets,,Broker-Dealer,N,,,Y,,,,,,,,,SP-5,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-23,S.DC.6,USD,Y,SP-1,16838.302,,,,,CB-1-Q,N,,271 - 364 Days,Central Bank,ENTITY-08,Commercial Banking,,Broker-Dealer,Y,,,Y,,,,,,,,,SP-2,Overcollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-23,S.DC.7,GBP,N,SP-3,2072.966,,,,,G-2-Q,N,,>3 Yr <= 4 Yr,Other,,Treasury,,Bank,Y,,,N,,,,,,,,,SP-6,Fully Collateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-23,S.DC.8,CNY,N,SP-9,3933.417,,,,,A-1-Q,Y,,91 - 120 Days,FHLB,ENTITY-10,Retail Banking,,Broker-Dealer,N,,,Y,,,,,,,,,SP-7,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-23,S.DC.9,USD,Y,SP-1,30983.01,,,,,CB-1-Q,Y,,Day 90,Securities Lending,ENTITY-13,Commercial Banking,,Bank,Y,,,Y,,,,,,,,,SP-2,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-23,S.DC.10,USD,Y,SP-6,14399.275,,,,,A-1-Q,Y,,271 - 364 Days,FHLB,,Prime Brokerage,,Broker-Dealer,Y,,,N,,,,,,,,,SP-2,Overcollateralized,N,,,
