Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference
Inflows,Unsecured,Wells,2026-03-21,I.U.4,USD,Y,,,,Day 51,0.0,,,,,Open,Central Bank,,Prime Brokerage,2026-05-11,Central Bank,Y,9452.198,Extendable,N,922.36,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-21,I.U.5,AUD,N,,,,Day 33,0.0,,,,,271 - 364 Days,Repo,ENTITY-08,Commercial Banking,2026-04-23,PSE,Y,14499.732,Extendable,Y,20.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-21,I.U.6,GBP,N,,,,Day 47,0.0,,,,,180 - 270 Days,Other,,Retail Banking,2026-05-07,Investment Company or Advisor,N,18811.615,NULL,N,150.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-21,I.U.7,CHF,N,,,,>2 Yr <= 3 Yr,0.0,,,,,Day 1,Derivatives,ENTITY-05,Wealth Management,2028-12-16,Other Supervised Non-Bank Financial Entity,N,61.023,Callable,Y,150.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-21,I.U.8,USD,Y,,,,Day 28,0.0,,,,,151 - 179 Days,FHLB,,Markets,2026-04-18,Investment Company or Advisor,N,15076.136,Callable,N,20.0,,,,,,,,,,,,,
Inflows,Secured,Wells,2026-03-21,I.S.1,EUR,N,SP-4,,,Day 55,0.0,,A-1-Q,N,,>3 Yr <= 4 Yr,Securities Lending,,Retail Banking,2026-05-15,Broker-Dealer,Y,33437.262,NULL,N,50.0,2228.704,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-21,I.S.2,SGD,N,SP-1,,,Day 26,0.0,,A-1-Q,Y,,91 - 120 Days,FHLB,,Treasury,2026-04-16,Broker-Dealer,N,40013.646,Puttable,N,0.0,23676.646,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-21,I.S.3,JPY,N,SP-2,,,Day 8,34573.603,Day 15,CB-1-Q,Y,,>2 Yr <= 3 Yr,Central Bank,ENTITY-12,Commercial Banking,2026-03-29,Broker-Dealer,Y,31966.465,NULL,Y,100.0,30082.646,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-21,I.S.4,USD,Y,SP-5,,,Day 60,21011.04,Day 59,G-2-Q,N,,121 - 150 Days,Derivatives,,Commercial Banking,2026-05-20,Broker-Dealer,N,59035.267,Extendable,N,150.0,46795.694,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-21,I.S.5,SGD,N,SP-8,,,Day 50,0.0,,CB-1-Q,N,,Day 1,NULL,ENTITY-01,Markets,2026-05-10,Broker-Dealer,Y,45928.733,Puttable,Y,150.0,42414.773,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-21,I.S.6,USD,Y,SP-5,,,Day 39,0.0,,A-1-Q,N,,151 - 179 Days,Securities Lending,ENTITY-13,Markets,2026-04-29,Bank,Y,36980.557,Extendable,Y,150.0,13540.808,N,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-21,I.S.7,USD,Y,SP-3,,,Day 39,0.0,,A-1-Q,N,,Day 30,Other,ENTITY-05,Wealth Management,2026-04-29,Investment Company or Advisor,N,41858.033,Extendable,Y,50.0,2048.46,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-21,I.S.8,USD,Y,SP-9,,,Day 40,14419.211,Day 10,A-1-Q,Y,,180 - 270 Days,Securities Lending,,Treasury,2026-04-30,Bank,Y,41512.783,NULL,N,87.97,35660.21,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-21,I.S.9,USD,Y,SP-3,,,Day 33,0.0,,A-1-Q,N,,>= 1 Yr <= 2 Yr,Securities Lending,,Markets,2026-04-23,Broker-Dealer,N,51897.023,Puttable,N,20.0,10889.857,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-21,I.S.10,USD,Y,SP-9,,,Day 55,795.622,83 - 90 Days,G-2-Q,N,,Day 1,Derivatives,ENTITY-14,Treasury,2026-05-15,Broker-Dealer,N,4748.182,Puttable,Y,813.49,42502.739,Y,Y,,,,,,,,,,
Inflows,Other,Wells,2026-03-21,I.O.1,USD,Y,,,,>4 Yr <= 5 Yr,0.0,,G-1,N,,,,,Markets,2031-01-23,Bank,Y,10302.538,,N,,2178.982,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-21,I.O.2,USD,Y,,,,Day 23,0.0,,A-2,N,,,,,Markets,2026-04-13,Small Business,N,111.677,,N,,2167.624,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-21,I.O.3,USD,Y,,,,271 - 364 Days,0.0,,S-5,N,,,,,Treasury,2027-03-03,Other,Y,3940.107,,N,,6315.579,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-21,I.O.4,CHF,N,,,,Day 23,0.0,,IG-2,N,,,,,Prime Brokerage,2026-04-13,Non-Regulated Fund,N,1040.758,,N,,14293.454,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-21,I.O.5,USD,Y,,,,Day 50,0.0,,E-2,N,,,,,Treasury,2026-05-10,Investment Company or Advisor,Y,12505.258,,N,,14989.07,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-21,I.O.6,USD,N,,,,Day 47,0.0,,A-3-Q,N,,,,ENTITY-17,Commercial Banking,2026-05-07,Retail,N,5920.988,,Y,,12696.603,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-21,I.O.7,USD,Y,,,,Day 60,0.0,,S-6,N,,,,ENTITY-15,Retail Banking,2026-05-20,Debt Issuing SPE,N,12391.2,,Y,,1443.294,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-21,I.O.8,EUR,N,,,,Day 2,8887.346,Day 12,S-3-Q,N,,,,,Commercial Banking,2026-03-23,Debt Issuing SPE,Y,12120.409,,N,,6833.536,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-21,I.O.9,USD,Y,,,,Day 53,11428.714,Day 33,S-5-Q,Y,,,,ENTITY-08,Treasury,2026-05-13,Other,Y,1961.543,,Y,,7274.422,,,,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.1,JPY,N,,,,Day 49,0.0,,Z-1,,,,,,Commercial Banking,2026-05-09,Broker-Dealer,Y,8291.406,Callable,N,,7843.478,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.2,USD,Y,,,,Day 5,0.0,,A-3-Q,,,,,,Commercial Banking,2026-03-26,Broker-Dealer,N,36806.534,NULL,N,,28621.177,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.3,CAD,N,,,,Day 13,0.0,,S-4,,,,,ENTITY-10,Commercial Banking,2026-04-03,Bank,N,18162.266,NULL,Y,,18163.771,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.4,EUR,N,,,,Open,0.0,,A-2,,,,,,Commercial Banking,,Bank,N,3728.128,Extendable,N,,16601.038,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.5,JPY,N,,,,Day 46,0.0,,CB-3,,,,,,Retail Banking,2026-05-06,Bank,N,17022.376,Puttable,N,,23981.068,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.6,AUD,N,,,,Day 13,0.0,,S-1-Q,,,,,ENTITY-13,Wealth Management,2026-04-03,Broker-Dealer,N,24556.131,Extendable,Y,,12482.132,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.7,USD,Y,,,,Day 25,0.0,,IG-2,,,,,ENTITY-15,Retail Banking,2026-04-15,Bank,N,3282.586,NULL,Y,,39138.015,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.8,CHF,N,,,,Day 22,0.0,,LC-1,,,,,,Markets,2026-04-12,Financial Market Utility,Y,17824.585,Callable,N,,24823.742,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.9,HKD,N,,,,Day 15,0.0,,E-1,,,,,,Commercial Banking,2026-04-05,Broker-Dealer,N,26461.108,Callable,N,,28206.626,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.10,USD,Y,,,,68 - 74 Days,0.0,,A-5,,,,,ENTITY-13,Markets,2026-05-29,Broker-Dealer,N,4174.161,Puttable,Y,,13661.956,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.11,USD,Y,,,,Day 40,26501.058,>= 1 Yr <= 2 Yr,S-6,,,,,ENTITY-12,Markets,2026-04-30,Broker-Dealer,N,10428.039,NULL,Y,,35916.061,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.12,USD,Y,,,,Day 48,0.0,,S-7,,,,,ENTITY-08,Wealth Management,2026-05-08,Broker-Dealer,Y,35630.065,Puttable,Y,,36404.892,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.13,CAD,N,,,,Day 13,0.0,,IG-2,,,,,,Prime Brokerage,2026-04-03,Broker-Dealer,N,17415.199,Extendable,N,,37804.038,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.14,USD,Y,,,,83 - 90 Days,0.0,,A-0-Q,,,,,,Wealth Management,2026-06-16,Bank,Y,25171.604,NULL,N,,24745.882,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.15,USD,Y,,,,Day 24,0.0,,G-2-Q,,,,,ENTITY-20,Prime Brokerage,2026-04-14,Bank,N,13075.67,Extendable,Y,,15346.414,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.16,USD,Y,,,,Day 59,0.0,,G-1-Q,,,,,,Wealth Management,2026-05-19,Bank,N,21178.516,Callable,N,,26085.595,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.17,USD,Y,,,,Day 15,0.0,,CB-2,,,,,ENTITY-02,Retail Banking,2026-04-05,Bank,Y,10468.643,NULL,Y,,3345.76,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.18,GBP,N,,,,Day 28,0.0,,CB-3,,,,,ENTITY-13,Commercial Banking,2026-04-18,Bank,Y,31286.721,Extendable,Y,,34284.266,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-21,O.W.19,USD,Y,,,,Day 26,13759.102,Day 44,LC-2,,,,,,Commercial Banking,2026-04-16,Bank,N,10407.043,NULL,N,,32647.359,,,TLAC,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.1,USD,Y,SP-7,,,Day 3,0.0,,S-1-Q,Y,,,,,Treasury,2026-03-24,Pension Fund,Y,45318.277,Extendable,N,,38536.133,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.2,AUD,N,SP-7,,,Day 6,38397.462,Day 59,S-1-Q,Y,,,,ENTITY-14,Retail Banking,2026-03-27,GSE,Y,17075.886,Callable,Y,,9533.378,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.3,SGD,N,SP-5,,,>2 Yr <= 3 Yr,0.0,,G-2-Q,N,,,,,Markets,2028-09-18,Other Supervised Non-Bank Financial Entity,N,20200.549,Callable,N,,15330.178,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.4,HKD,N,SP-7,,,Day 24,26974.903,121 - 150 Days,A-1-Q,Y,,,,ENTITY-01,Treasury,2026-04-14,Central Bank,Y,11101.635,Extendable,Y,,24973.53,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.5,JPY,N,SP-3,,,Day 36,0.0,,A-1-Q,N,,,,,Markets,2026-04-26,Financial Market Utility,Y,4053.349,Callable,N,,42653.163,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.6,USD,Y,SP-4,,,Day 31,0.0,,G-2-Q,N,,,,,Treasury,2026-04-21,Other,Y,51602.878,Puttable,N,,26960.293,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.7,CAD,N,SP-2,,,Day 5,2139.283,Day 53,S-1-Q,Y,,,,ENTITY-07,Markets,2026-03-26,Broker-Dealer,Y,945.183,NULL,Y,,8928.417,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.8,GBP,N,SP-5,,,Day 16,0.0,,G-2-Q,Y,,,,ENTITY-10,Commercial Banking,2026-04-06,PSE,N,5429.69,Callable,Y,,22685.311,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.9,EUR,N,SP-8,,,Day 56,30274.691,Day 22,S-1-Q,Y,,,,,Treasury,2026-05-16,GSE,N,29895.843,Extendable,N,,52800.449,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.10,CAD,N,SP-7,,,Day 5,10573.989,>= 1 Yr <= 2 Yr,S-1-Q,Y,,,,ENTITY-02,Commercial Banking,2026-03-26,Non-Financial Corporate,N,33595.617,Callable,Y,,30944.665,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-21,O.S.11,CAD,N,SP-3,,,>2 Yr <= 3 Yr,0.0,,G-2-Q,Y,,,,ENTITY-11,Prime Brokerage,2028-03-28,Retail,Y,24973.873,Extendable,Y,,362.83,,N,,,,,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.1,EUR,N,,,,>3 Yr <= 4 Yr,,,S-5,,,,,,Wealth Management,2030-03-05,Retail,N,37158.254,Extendable,N,,42857.475,,,,Y,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.2,USD,Y,,,,Day 1,,,S-4-Q,,,,,,Prime Brokerage,2026-03-22,Retail,Y,44896.87,NULL,N,,21680.459,,,,N,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.3,USD,Y,,,,Day 60,,,S-3-Q,,,,,,Markets,2026-05-20,Retail,Y,12436.527,NULL,N,,37852.065,,,,N,Other,N,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.4,EUR,N,,,,Day 51,,,P-2,,,,,,Markets,2026-05-11,Retail,Y,4452.96,Puttable,N,,6317.216,,,,N,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.5,CAD,N,,,,Day 26,,,IG-1,,,,,,Treasury,2026-04-16,Retail,Y,49726.037,NULL,N,,57940.486,,,,N,Rating,N,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.6,CAD,N,,,,Day 33,,,LC-1,,,,,,Wealth Management,2026-04-23,Retail,Y,14125.54,Puttable,N,,25006.698,,,,Y,Contractual,N,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.7,USD,Y,,,,>4 Yr <= 5 Yr,,,E-2-Q,,,,,,Treasury,2030-12-31,Retail,N,3581.339,NULL,N,,9309.744,,,,N,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.8,USD,Y,,,,Day 20,,,G-3-Q,,,,,,Retail Banking,2026-04-10,Small Business,N,47193.548,Extendable,N,,58769.863,,,,N,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.9,USD,Y,,,,Day 27,,,A-0-Q,,,,,ENTITY-15,Markets,2026-04-17,Small Business,Y,21403.537,Extendable,Y,,63543.754,,,,Y,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.10,JPY,N,,,,Day 23,,,LC-2,,,,,ENTITY-18,Markets,2026-04-13,Retail,N,56360.145,Extendable,Y,,60978.868,,,,N,Contractual,Y,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.11,AUD,N,,,,180 - 270 Days,,,S-7,,,,,,Markets,2026-12-16,Retail,N,66279.144,NULL,N,,60315.274,,,,Y,Contractual,Y,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.12,JPY,N,,,,Day 40,,,A-4-Q,,,,,ENTITY-05,Prime Brokerage,2026-04-30,Small Business,Y,62326.36,NULL,Y,,35188.571,,,,Y,Contractual,Y,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.13,SGD,N,,,,Day 30,,,P-2,,,,,ENTITY-15,Commercial Banking,2026-04-20,Retail,N,3857.379,Extendable,Y,,35894.832,,,,N,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.14,EUR,N,,,,Day 25,,,IG-1-Q,,,,,ENTITY-07,Commercial Banking,2026-04-15,Retail,Y,1860.913,Callable,Y,,71330.041,,,,N,Rating,N,,,,,,
Outflows,Deposits,Wells,2026-03-21,O.D.15,USD,Y,,,,271 - 364 Days,,,CB-1-Q,,,,,,Commercial Banking,2026-12-19,Retail,Y,45764.121,Puttable,N,,10576.173,,,,N,Contractual,Y,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.1,USD,Y,,,,Day 48,0.0,,CB-4,,,,,,Retail Banking,2026-05-08,MDB,Y,7115.66,,N,,7583.263,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.2,CHF,N,,,,Day 17,0.0,,IG-2,,,,,,Wealth Management,2026-04-07,GSE,Y,10300.757,,N,,4326.727,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.3,USD,Y,,,,Day 56,0.0,,S-5-Q,,,,,ENTITY-12,Retail Banking,2026-05-16,Other Supranational,N,7105.723,,Y,,19970.458,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.4,AUD,N,,,,Day 18,0.0,,E-2-Q,,,,,ENTITY-10,Commercial Banking,2026-04-08,Retail,N,5768.482,,Y,,5617.796,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.5,CNY,N,,,,Day 18,0.0,,G-1-Q,,,,,ENTITY-09,Treasury,2026-04-08,Retail,Y,7997.591,,Y,,13014.829,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.6,SGD,N,,,,Day 21,0.0,,C-1,,,,,,Wealth Management,2026-04-11,PSE,N,18686.798,,N,,1482.803,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.7,AUD,N,,,,Day 49,0.0,,A-3,,,,,,Treasury,2026-05-09,Financial Market Utility,N,13182.296,,N,,11917.167,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.8,USD,Y,,,,Day 53,0.0,,S-2-Q,,,,,,Commercial Banking,2026-05-13,Sovereign,N,23.337,,N,,12060.542,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.9,CNY,N,,,,Day 5,0.0,,CB-3-Q,,,,,,Prime Brokerage,2026-03-26,Financial Market Utility,Y,19493.435,,N,,11663.218,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.10,HKD,N,,,,Day 10,15066.488,Day 43,A-3,,,,,,Retail Banking,2026-03-31,Bank,N,1432.627,,N,,7650.724,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.11,USD,N,,,,Day 24,1096.93,Day 60,CB-3-Q,,,,,,Treasury,2026-04-14,Small Business,N,11369.083,,N,,14718.474,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.12,USD,Y,,,,Day 42,14044.62,Day 5,S-8,,,,,ENTITY-02,Prime Brokerage,2026-05-02,Non-Regulated Fund,N,12768.643,,Y,,13741.322,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.13,USD,Y,,,,Day 45,0.0,,S-5-Q,,,,,,Retail Banking,2026-05-05,MDB,Y,11526.894,,N,,12529.502,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.14,CNY,N,,,,Open,12696.323,Day 32,CB-2-Q,,,,,,Commercial Banking,,Other Supervised Non-Bank Financial Entity,Y,4917.28,,N,,2604.732,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.15,AUD,N,,,,Day 51,0.0,,A-3,,,,,,Wealth Management,2026-05-11,Other Supervised Non-Bank Financial Entity,N,3959.075,,N,,10556.726,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.16,USD,Y,,,,91 - 120 Days,0.0,,A-0-Q,,,,,,Wealth Management,2026-06-26,Small Business,Y,16859.283,,N,,15184.029,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.17,USD,Y,,,,Day 31,17856.464,Day 36,E-1,,,,,ENTITY-15,Commercial Banking,2026-04-21,Non-Financial Corporate,N,11817.628,,Y,,6752.152,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.18,GBP,N,,,,Open,2841.67,Day 48,S-7-Q,,,,,,Prime Brokerage,,Sovereign,Y,11407.62,,N,,19529.26,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.19,USD,Y,,,,151 - 179 Days,15333.886,68 - 74 Days,E-2,,,,,ENTITY-05,Retail Banking,2026-09-04,Other Supranational,Y,10392.508,,Y,,13033.873,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.20,CAD,N,,,,Day 60,0.0,,CB-2-Q,,,,,,Commercial Banking,2026-05-20,Pension Fund,Y,753.18,,N,,8287.918,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.21,USD,Y,,,,Day 55,0.0,,G-1,,,,,ENTITY-14,Commercial Banking,2026-05-15,Non-Regulated Fund,N,1673.401,,Y,,1465.425,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-21,O.O.22,CHF,N,,,,Day 7,0.0,,LC-1,,,,,ENTITY-20,Wealth Management,2026-03-28,Sovereign,Y,3412.165,,Y,,1176.942,,,,,,,,,,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-21,S.DC.1,EUR,N,SP-9,41206.504,,,,,CB-1-Q,N,,Day 1,Repo,ENTITY-11,Wealth Management,,Bank,N,,,Y,,,,,,,,,SP-2,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-21,S.DC.2,USD,Y,SP-2,43283.003,,,,,G-2-Q,N,,>4 Yr <= 5 Yr,Repo,,Prime Brokerage,,Broker-Dealer,N,,,N,,,,,,,,,SP-5,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-21,S.DC.3,EUR,N,SP-9,20842.363,,,,,CB-1-Q,Y,,>5 Yr,NULL,ENTITY-10,Prime Brokerage,,Broker-Dealer,N,,,Y,,,,,,,,,SP-3,Overcollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-21,S.DC.4,USD,Y,SP-1,21344.444,,,,,CB-1-Q,Y,,91 - 120 Days,NULL,ENTITY-10,Markets,,Broker-Dealer,Y,,,Y,,,,,,,,,SP-5,Overcollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-21,S.DC.5,EUR,N,SP-4,12331.34,,,,,A-1-Q,N,,Day 90,Other,ENTITY-10,Markets,,Broker-Dealer,N,,,Y,,,,,,,,,SP-1,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-21,S.DC.6,EUR,N,SP-7,32404.46,,,,,G-2-Q,N,,Day 1,Securities Lending,ENTITY-03,Retail Banking,,Bank,Y,,,Y,,,,,,,,,SP-9,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-21,S.DC.7,CNY,N,SP-7,21451.875,,,,,A-1-Q,N,,180 - 270 Days,Other,ENTITY-01,Markets,,Bank,N,,,Y,,,,,,,,,SP-2,Undercollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-21,S.DC.8,USD,Y,SP-9,24054.905,,,,,G-2-Q,N,,180 - 270 Days,Securities Lending,,Retail Banking,,Bank,N,,,N,,,,,,,,,SP-2,Overcollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-21,S.DC.9,USD,Y,SP-2,35123.531,,,,,A-1-Q,N,,Day 90,NULL,ENTITY-09,Markets,,Broker-Dealer,N,,,Y,,,,,,,,,SP-4,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-21,S.DC.10,USD,Y,SP-4,40242.488,,,,,A-1-Q,Y,,>4 Yr <= 5 Yr,Other,,Treasury,,Bank,N,,,N,,,,,,,,,SP-2,Fully Collateralized,N,,,
