Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference
Inflows,Unsecured,Wells,2026-03-02,I.U.4,USD,Y,,,,Day 11,9189.042,>3 Yr <= 4 Yr,,,,Day 60,Securities Lending,ENTITY-13,Wealth Management,2026-03-13,Debt Issuing SPE,Y,5723.672,NULL,Y,20.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-02,I.U.5,GBP,N,,,,Day 19,0.0,,,,,>5 Yr,Other,ENTITY-04,Commercial Banking,2026-03-21,Broker-Dealer,Y,15702.001,Extendable,Y,100.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-02,I.U.6,USD,Y,,,,Day 3,15173.172,75 - 82 Days,,,,121 - 150 Days,FHLB,,Prime Brokerage,2026-03-05,Other,N,19474.242,Puttable,N,20.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-02,I.U.7,USD,N,,,,>3 Yr <= 4 Yr,17073.551,Day 7,,,,>2 Yr <= 3 Yr,FHLB,ENTITY-01,Commercial Banking,2029-06-20,Bank,Y,9670.956,Extendable,Y,0.0,,,,,,,,,,,,,
Inflows,Unsecured,Wells,2026-03-02,I.U.8,HKD,N,,,,180 - 270 Days,0.0,,,,,180 - 270 Days,NULL,ENTITY-05,Markets,2026-11-18,Financial Market Utility,N,2060.695,Callable,Y,100.0,,,,,,,,,,,,,
Inflows,Secured,Wells,2026-03-02,I.S.1,USD,Y,SP-1,,,Day 55,0.0,,G-2-Q,Y,,>5 Yr,FHLB,ENTITY-05,Prime Brokerage,2026-04-26,Broker-Dealer,N,14668.786,NULL,Y,20.0,39483.142,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-02,I.S.2,USD,Y,SP-6,,,Day 34,0.0,,G-2-Q,N,,180 - 270 Days,Central Bank,ENTITY-12,Markets,2026-04-05,Bank,Y,48426.47,NULL,Y,0.0,30646.913,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-02,I.S.3,CNY,N,SP-7,,,Day 22,19308.121,Day 59,CB-1-Q,N,,>4 Yr <= 5 Yr,Repo,ENTITY-17,Retail Banking,2026-03-24,Investment Company or Advisor,Y,55213.592,NULL,Y,0.0,19196.108,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-02,I.S.4,CHF,N,SP-2,,,Day 1,0.0,,A-2-Q,N,,121 - 150 Days,Securities Lending,ENTITY-18,Retail Banking,2026-03-03,Other Supervised Non-Bank Financial Entity,Y,33185.484,Puttable,Y,20.0,14555.04,N,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-02,I.S.5,USD,N,SP-5,,,151 - 179 Days,0.0,,A-2-Q,N,,>4 Yr <= 5 Yr,Derivatives,,Treasury,2026-08-02,Broker-Dealer,N,6236.941,Callable,N,106.13,5581.598,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-02,I.S.6,USD,Y,SP-5,,,Day 40,0.0,,A-1-Q,Y,,>= 1 Yr <= 2 Yr,Securities Lending,ENTITY-06,Prime Brokerage,2026-04-11,Broker-Dealer,Y,15659.456,Extendable,Y,50.0,12162.757,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-02,I.S.7,USD,Y,SP-5,,,Day 5,5472.774,Day 7,CB-1-Q,N,,>= 1 Yr <= 2 Yr,Repo,,Prime Brokerage,2026-03-07,Bank,Y,49583.201,Callable,N,100.0,23774.668,Y,Y,,,,,,,,,,
Inflows,Secured,Wells,2026-03-02,I.S.8,AUD,N,SP-2,,,Day 33,11865.02,Day 27,A-2-Q,Y,,Open,NULL,ENTITY-15,Prime Brokerage,2026-04-04,Broker-Dealer,N,34939.428,NULL,Y,150.0,5518.718,N,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-02,I.S.9,USD,Y,SP-1,,,Day 31,0.0,,A-1-Q,N,,Perpetual,Derivatives,ENTITY-17,Treasury,2026-04-02,Investment Company or Advisor,N,36846.395,Puttable,Y,150.0,16786.559,Y,N,,,,,,,,,,
Inflows,Secured,Wells,2026-03-02,I.S.10,SGD,N,SP-7,,,Day 3,0.0,,A-1-Q,Y,,151 - 179 Days,NULL,ENTITY-04,Commercial Banking,2026-03-05,Investment Company or Advisor,Y,16226.141,Puttable,Y,20.0,59491.879,N,Y,,,,,,,,,,
Inflows,Other,Wells,2026-03-02,I.O.1,SGD,N,,,,Day 45,13709.7,Day 29,CB-4,Y,,,,,Prime Brokerage,2026-04-16,PSE,N,12093.153,,N,,10508.412,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-02,I.O.2,USD,Y,,,,Day 25,0.0,,CB-4,N,,,,ENTITY-19,Wealth Management,2026-03-27,Small Business,Y,4976.01,,Y,,2661.898,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-02,I.O.3,CAD,N,,,,Day 43,4526.477,Perpetual,CB-1-Q,N,,,,ENTITY-18,Wealth Management,2026-04-14,Debt Issuing SPE,N,8790.25,,Y,,10985.28,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-02,I.O.4,USD,Y,,,,Open,0.0,,A-4,Y,,,,ENTITY-19,Treasury,,GSE,N,2665.624,,Y,,12761.354,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-02,I.O.5,USD,Y,,,,Day 40,0.0,,CB-4,N,,,,,Retail Banking,2026-04-11,Other Supervised Non-Bank Financial Entity,Y,5202.152,,N,,10050.369,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-02,I.O.6,USD,N,,,,Day 53,14536.527,Day 9,CB-1,N,,,,ENTITY-16,Markets,2026-04-24,Other,N,6573.302,,Y,,13226.56,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-02,I.O.7,CAD,N,,,,Day 9,0.0,,CB-1-Q,Y,,,,ENTITY-14,Wealth Management,2026-03-11,Bank,N,14274.932,,Y,,10979.776,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-02,I.O.8,EUR,N,,,,Day 24,0.0,,C-1,N,,,,ENTITY-04,Treasury,2026-03-26,Pension Fund,N,3083.257,,Y,,13883.604,,,,,,,,,,,,
Inflows,Other,Wells,2026-03-02,I.O.9,USD,Y,,,,Day 37,0.0,,G-1-Q,Y,,,,ENTITY-16,Treasury,2026-04-08,GSE,N,6414.089,,Y,,1454.803,,,,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.1,USD,Y,,,,Day 48,10531.838,Day 12,CB-2-Q,,,,,,Markets,2026-04-19,Broker-Dealer,N,7395.249,Puttable,N,,17831.011,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.2,HKD,N,,,,Day 49,0.0,,G-2,,,,,ENTITY-16,Treasury,2026-04-20,Financial Market Utility,Y,22144.076,Extendable,Y,,27482.718,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.3,USD,Y,,,,Day 21,0.0,,Z-1,,,,,,Markets,2026-03-23,Bank,N,6915.159,Callable,N,,7709.043,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.4,HKD,N,,,,Day 1,0.0,,S-2-Q,,,,,ENTITY-04,Commercial Banking,2026-03-03,Broker-Dealer,N,20787.527,Extendable,Y,,16577.696,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.5,CNY,N,,,,Day 51,0.0,,A-4,,,,,ENTITY-16,Commercial Banking,2026-04-22,Bank,N,16118.958,NULL,Y,,35582.969,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.6,USD,Y,,,,Day 56,0.0,,S-7-Q,,,,,ENTITY-15,Prime Brokerage,2026-04-27,Financial Market Utility,Y,5375.421,Puttable,Y,,29151.977,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.7,USD,Y,,,,151 - 179 Days,0.0,,CB-2-Q,,,,,ENTITY-02,Treasury,2026-08-11,Bank,N,5425.993,NULL,Y,,7710.538,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.8,CNY,N,,,,Day 30,0.0,,CB-1,,,,,,Commercial Banking,2026-04-01,Broker-Dealer,Y,27246.974,Puttable,N,,23761.744,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.9,USD,Y,,,,Day 34,31212.146,Day 39,CB-2,,,,,,Markets,2026-04-05,Financial Market Utility,Y,27107.81,Extendable,N,,802.094,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.10,AUD,N,,,,121 - 150 Days,0.0,,S-6,,,,,,Prime Brokerage,2026-07-03,Bank,Y,18667.921,Extendable,N,,4092.484,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.11,CHF,N,,,,121 - 150 Days,0.0,,A-3-Q,,,,,,Wealth Management,2026-07-16,Broker-Dealer,N,7534.403,Callable,N,,32217.193,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.12,AUD,N,,,,Day 28,0.0,,IG-1,,,,,ENTITY-10,Prime Brokerage,2026-03-30,Broker-Dealer,Y,13726.682,Extendable,Y,,14339.886,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.13,USD,Y,,,,Day 39,0.0,,LC-2,,,,,,Prime Brokerage,2026-04-10,Bank,Y,29768.397,Extendable,N,,35473.742,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.14,USD,Y,,,,Day 52,0.0,,S-4-Q,,,,,,Wealth Management,2026-04-23,Financial Market Utility,N,21193.54,NULL,N,,5494.61,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.15,GBP,N,,,,Day 26,0.0,,S-5,,,,,ENTITY-20,Wealth Management,2026-03-28,Broker-Dealer,Y,18082.129,Callable,Y,,30579.35,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.16,USD,Y,,,,151 - 179 Days,0.0,,A-1-Q,,,,,ENTITY-12,Retail Banking,2026-08-03,Broker-Dealer,Y,35680.256,Callable,Y,,27069.926,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.17,USD,N,,,,151 - 179 Days,0.0,,S-1,,,,,,Retail Banking,2026-08-25,Financial Market Utility,N,29113.277,Puttable,N,,35518.962,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.18,USD,Y,,,,Day 4,0.0,,E-1,,,,,ENTITY-04,Treasury,2026-03-06,Broker-Dealer,Y,4926.479,Extendable,Y,,10231.567,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-03-02,O.W.19,CHF,N,,,,Day 1,0.0,,A-5,,,,,ENTITY-14,Markets,2026-03-03,Broker-Dealer,Y,27807.681,Puttable,Y,,26466.583,,,Capital,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.1,USD,Y,SP-5,,,Day 25,0.0,,A-1-Q,Y,,,,,Retail Banking,2026-03-27,Retail,Y,45732.435,Puttable,N,,30147.632,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.2,USD,Y,SP-2,,,Day 29,0.0,,A-1-Q,Y,,,,ENTITY-10,Commercial Banking,2026-03-31,Financial Market Utility,Y,49762.866,Extendable,Y,,2754.411,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.3,USD,Y,SP-6,,,Day 56,0.0,,G-2-Q,Y,,,,,Prime Brokerage,2026-04-27,Investment Company or Advisor,N,19664.007,Puttable,N,,18849.75,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.4,USD,Y,SP-2,,,Perpetual,0.0,,A-1-Q,N,,,,ENTITY-05,Prime Brokerage,,Sovereign,N,22881.525,Extendable,Y,,20886.293,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.5,USD,Y,SP-9,,,>4 Yr <= 5 Yr,0.0,,G-2-Q,Y,,,,,Prime Brokerage,2030-12-12,Investment Company or Advisor,Y,42214.08,Callable,N,,37853.29,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.6,GBP,N,SP-8,,,Day 9,17634.86,75 - 82 Days,CB-2-Q,Y,,,,,Retail Banking,2026-03-11,Other Supervised Non-Bank Financial Entity,N,47817.86,Extendable,N,,2769.29,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.7,USD,Y,SP-2,,,Day 4,0.0,,S-1-Q,N,,,,,Treasury,2026-03-06,Other Supervised Non-Bank Financial Entity,N,22189.181,NULL,N,,30928.292,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.8,USD,Y,SP-4,,,Day 45,30122.982,Day 50,S-1-Q,Y,,,,,Wealth Management,2026-04-16,Sovereign,N,120.832,Puttable,N,,2517.796,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.9,JPY,N,SP-2,,,Day 5,0.0,,G-2-Q,Y,,,,,Markets,2026-03-07,Other,N,41643.214,NULL,N,,32412.389,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.10,USD,Y,SP-2,,,Day 41,0.0,,A-1-Q,N,,,,,Retail Banking,2026-04-12,Non-Regulated Fund,N,21307.307,Extendable,N,,52997.645,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-03-02,O.S.11,SGD,N,SP-6,,,Day 16,0.0,,S-1-Q,N,,,,,Commercial Banking,2026-03-18,Retail,Y,50665.547,Callable,N,,41842.626,,N,,,,,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.1,JPY,N,,,,Day 32,,,A-3-Q,,,,,,Commercial Banking,2026-04-03,Small Business,Y,73764.93,Callable,N,,51794.615,,,,N,Contractual,Y,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.2,USD,Y,,,,Day 40,,,A-0-Q,,,,,,Wealth Management,2026-04-11,Non-Financial Corporate,N,31242.468,NULL,N,,55775.247,,,,Y,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.3,USD,Y,,,,Day 15,,,A-2-Q,,,,,,Markets,2026-03-17,Retail,Y,55130.961,Extendable,N,,32138.086,,,,N,Contractual,Y,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.4,USD,Y,,,,Day 38,,,LC-2,,,,,ENTITY-06,Markets,2026-04-09,Retail,N,44766.026,Extendable,Y,,42950.775,,,,N,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.5,HKD,N,,,,Day 42,,,A-2,,,,,,Wealth Management,2026-04-13,Retail,Y,66254.755,Puttable,N,,22018.077,,,,N,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.6,CAD,N,,,,271 - 364 Days,,,A-1-Q,,,,,,Treasury,2027-01-08,Non-Financial Corporate,Y,28940.695,Puttable,N,,68350.194,,,,N,Other,N,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.7,USD,Y,,,,Day 27,,,S-1-Q,,,,,,Treasury,2026-03-29,Retail,Y,50275.134,Extendable,N,,15418.467,,,,N,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.8,GBP,N,,,,Day 52,,,S-2,,,,,ENTITY-18,Prime Brokerage,2026-04-23,Retail,Y,68323.993,Extendable,Y,,47266.295,,,,N,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.9,USD,Y,,,,83 - 90 Days,,,CB-3-Q,,,,,,Prime Brokerage,2026-05-24,Small Business,Y,26827.511,NULL,N,,59016.893,,,,N,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.10,USD,Y,,,,Day 18,,,IG-2,,,,,ENTITY-01,Treasury,2026-03-20,Small Business,N,72010.07,Puttable,Y,,66523.359,,,,N,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.11,USD,Y,,,,Day 28,,,G-1-Q,,,,,ENTITY-09,Commercial Banking,2026-03-30,Retail,Y,12071.577,Puttable,Y,,8596.691,,,,Y,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.12,CNY,N,,,,Day 8,,,E-2-Q,,,,,,Markets,2026-03-10,Retail,Y,7503.379,Callable,N,,36439.593,,,,N,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.13,USD,Y,,,,Day 46,,,IG-2,,,,,,Commercial Banking,2026-04-17,Small Business,N,20750.988,Callable,N,,54972.96,,,,N,Other,N,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.14,EUR,N,,,,Day 25,,,C-1,,,,,ENTITY-19,Markets,2026-03-27,Small Business,Y,66847.278,Puttable,Y,,66475.188,,,,Y,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-03-02,O.D.15,HKD,N,,,,Day 19,,,A-4,,,,,ENTITY-13,Markets,2026-03-21,Retail,N,49043.11,Puttable,Y,,16747.998,,,,N,Contractual,N,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.1,USD,Y,,,,Day 22,11327.145,68 - 74 Days,IG-1,,,,,ENTITY-16,Commercial Banking,2026-03-24,Non-Regulated Fund,Y,8924.409,,Y,,17443.903,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.2,USD,Y,,,,Day 46,0.0,,A-2-Q,,,,,,Wealth Management,2026-04-17,Small Business,Y,10357.704,,N,,798.094,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.3,USD,Y,,,,Day 9,0.0,,G-3-Q,,,,,,Prime Brokerage,2026-03-11,Investment Company or Advisor,N,7305.936,,N,,10327.436,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.4,GBP,N,,,,Day 35,0.0,,CB-1-Q,,,,,ENTITY-08,Prime Brokerage,2026-04-06,GSE,Y,1541.764,,Y,,7244.459,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.5,USD,Y,,,,Day 5,2557.702,Day 23,CB-1-Q,,,,,ENTITY-19,Retail Banking,2026-03-07,GSE,N,448.921,,Y,,2694.481,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.6,USD,Y,,,,Day 60,17346.048,Day 43,G-3-Q,,,,,ENTITY-19,Retail Banking,2026-05-01,Pension Fund,Y,4331.868,,Y,,16607.272,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.7,USD,Y,,,,Day 2,0.0,,IG-2,,,,,ENTITY-20,Treasury,2026-03-04,Investment Company or Advisor,N,2644.264,,Y,,8395.9,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.8,USD,Y,,,,271 - 364 Days,0.0,,G-1,,,,,ENTITY-17,Prime Brokerage,2026-12-27,Non-Financial Corporate,N,13187.852,,Y,,8413.68,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.9,AUD,N,,,,61 - 67 Days,0.0,,CB-3-Q,,,,,,Retail Banking,2026-05-02,Sovereign,N,2677.662,,N,,11965.847,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.10,USD,Y,,,,Day 40,0.0,,S-4-Q,,,,,,Markets,2026-04-11,Investment Company or Advisor,Y,13755.335,,N,,8521.432,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.11,USD,Y,,,,>2 Yr <= 3 Yr,0.0,,E-1-Q,,,,,,Wealth Management,2028-05-01,Financial Market Utility,N,3574.392,,N,,11553.023,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.12,USD,Y,,,,>= 1 Yr <= 2 Yr,0.0,,CB-1-Q,,,,,ENTITY-03,Retail Banking,2027-10-29,PSE,N,15721.622,,Y,,7782.074,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.13,USD,Y,,,,Day 49,0.0,,CB-3,,,,,,Treasury,2026-04-20,Broker-Dealer,Y,12180.577,,N,,13123.504,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.14,HKD,N,,,,91 - 120 Days,10316.273,Day 20,CB-3,,,,,ENTITY-12,Retail Banking,2026-06-21,PSE,Y,15679.189,,Y,,3389.658,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.15,AUD,N,,,,121 - 150 Days,0.0,,A-5-Q,,,,,,Commercial Banking,2026-07-08,Investment Company or Advisor,N,11721.603,,N,,10991.853,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.16,USD,Y,,,,Day 13,0.0,,CB-3-Q,,,,,ENTITY-17,Commercial Banking,2026-03-15,Other Supranational,Y,8142.692,,Y,,6799.318,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.17,JPY,N,,,,Day 3,0.0,,A-4-Q,,,,,ENTITY-08,Commercial Banking,2026-03-05,Other Supervised Non-Bank Financial Entity,N,17930.476,,Y,,7653.465,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.18,USD,Y,,,,Day 43,0.0,,S-4,,,,,ENTITY-19,Commercial Banking,2026-04-14,Pension Fund,Y,7978.613,,Y,,6277.456,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.19,USD,Y,,,,Day 25,0.0,,S-4-Q,,,,,ENTITY-03,Wealth Management,2026-03-27,MDB,N,4135.573,,Y,,15578.77,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.20,CAD,N,,,,91 - 120 Days,0.0,,P-2,,,,,ENTITY-17,Prime Brokerage,2026-06-16,Debt Issuing SPE,N,9816.107,,Y,,11533.304,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.21,USD,Y,,,,Day 58,0.0,,A-0-Q,,,,,,Treasury,2026-04-29,Other Supervised Non-Bank Financial Entity,Y,13964.891,,N,,13482.061,,,,,,,,,,,,
Outflows,Other,Wells,2026-03-02,O.O.22,USD,Y,,,,Day 43,0.0,,S-1,,,,,,Prime Brokerage,2026-04-14,Other Supranational,N,19170.536,,N,,4210.65,,,,,,,,,,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-02,S.DC.1,USD,Y,SP-5,24990.302,,,,,CB-1-Q,Y,,Perpetual,Other,,Retail Banking,,Bank,Y,,,N,,,,,,,,,SP-4,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-02,S.DC.2,CHF,N,SP-9,17928.086,,,,,G-2-Q,N,,Perpetual,Other,,Commercial Banking,,Bank,N,,,N,,,,,,,,,SP-1,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-02,S.DC.3,CHF,N,SP-1,5455.687,,,,,CB-1-Q,N,,271 - 364 Days,Securities Lending,,Prime Brokerage,,Bank,Y,,,N,,,,,,,,,SP-7,Overcollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-02,S.DC.4,USD,Y,SP-6,28407.303,,,,,G-2-Q,N,,151 - 179 Days,Securities Lending,,Wealth Management,,Bank,N,,,N,,,,,,,,,SP-7,Undercollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-02,S.DC.5,CNY,N,SP-9,18629.508,,,,,A-1-Q,Y,,180 - 270 Days,Central Bank,ENTITY-13,Treasury,,Bank,Y,,,Y,,,,,,,,,SP-8,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-02,S.DC.6,USD,Y,SP-1,23579.226,,,,,CB-1-Q,N,,Day 30,Central Bank,ENTITY-08,Wealth Management,,Bank,Y,,,Y,,,,,,,,,SP-7,Undercollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-02,S.DC.7,USD,Y,SP-9,1285.709,,,,,G-2-Q,Y,,180 - 270 Days,FHLB,ENTITY-19,Markets,,Broker-Dealer,N,,,Y,,,,,,,,,SP-3,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-03-02,S.DC.8,SGD,N,SP-9,13934.759,,,,,A-1-Q,N,,>5 Yr,Securities Lending,,Commercial Banking,,Bank,Y,,,N,,,,,,,,,SP-9,Overcollateralized,N,,,
