Table,SubTable,ReportingEntity,ReportDate,Product,Currency,Converted,SubProduct,MarketValue,LendableValue,MaturityBucket,ForwardStartAmount,ForwardStartBucket,CollateralClass,TreasuryControl,AccountingDesignation,EffectiveMaturityBucket,EncumbranceType,InternalCounterparty,BusinessLine,MaturityDate,Counterparty,GSIB,MaturityAmount,MaturityOptionality,Internal,RiskWeight,CollateralValue,Unencumbered,Settlement,LossAbsorbency,Insured,Trigger,Rehypothecated,SubProduct2,CollateralLevel,NettingEligible,CollectionReference,ProductReference,SubProductReference
Inflows,Other,Wells,2026-02-05,I.O.4,JPY,N,,,,Day 3,0.0,,A-4-Q,Y,,,,ENTITY-20,Commercial Banking,2026-02-08,Investment Company or Advisor,N,102.157,,Y,,2242.481,,,,,,,,,,,,
Inflows,Other,Wells,2026-02-05,I.O.5,USD,Y,,,,Day 52,0.0,,A-0-Q,Y,,,,,Treasury,2026-03-29,Other Supranational,N,2757.182,,N,,6449.322,,,,,,,,,,,,
Inflows,Other,Wells,2026-02-05,I.O.6,CNY,N,,,,Day 22,0.0,,S-7-Q,N,,,,,Retail Banking,2026-02-27,Retail,N,8612.607,,N,,13512.676,,,,,,,,,,,,
Inflows,Other,Wells,2026-02-05,I.O.7,USD,Y,,,,Day 20,0.0,,G-2,N,,,,,Wealth Management,2026-02-25,Broker-Dealer,Y,9693.997,,N,,11810.926,,,,,,,,,,,,
Inflows,Other,Wells,2026-02-05,I.O.8,USD,Y,,,,>4 Yr <= 5 Yr,0.0,,S-5-Q,N,,,,ENTITY-09,Prime Brokerage,2030-08-26,MDB,N,588.031,,Y,,11232.819,,,,,,,,,,,,
Inflows,Other,Wells,2026-02-05,I.O.9,USD,Y,,,,Day 1,0.0,,S-2-Q,Y,,,,ENTITY-19,Wealth Management,2026-02-06,GSE,Y,8271.186,,Y,,10614.908,,,,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.1,USD,Y,,,,Day 59,0.0,,A-0-Q,,,,,,Markets,2026-04-05,Broker-Dealer,Y,35833.055,Callable,N,,32120.15,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.2,CAD,N,,,,>2 Yr <= 3 Yr,0.0,,G-2,,,,,ENTITY-14,Markets,2028-10-18,Bank,Y,28101.662,Extendable,Y,,22765.594,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.3,USD,Y,,,,Day 15,0.0,,E-1,,,,,,Prime Brokerage,2026-02-20,Bank,Y,3933.501,Puttable,N,,18194.466,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.4,USD,Y,,,,Day 4,0.0,,S-2,,,,,ENTITY-07,Treasury,2026-02-09,Broker-Dealer,Y,38378.861,Callable,Y,,8980.93,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.5,USD,Y,,,,Day 35,0.0,,IG-2,,,,,,Retail Banking,2026-03-12,Broker-Dealer,Y,37086.202,Extendable,N,,23432.88,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.6,USD,Y,,,,151 - 179 Days,0.0,,CB-1-Q,,,,,,Treasury,2026-07-09,Bank,N,3527.978,Puttable,N,,2452.207,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.7,CHF,N,,,,Day 6,6998.564,Day 43,LC-1,,,,,ENTITY-19,Treasury,2026-02-11,Bank,N,22008.906,Extendable,Y,,36076.038,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.8,USD,Y,,,,Day 42,0.0,,A-0-Q,,,,,ENTITY-17,Prime Brokerage,2026-03-19,Bank,Y,29127.985,NULL,Y,,6882.046,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.9,USD,Y,,,,Day 40,0.0,,S-3,,,,,ENTITY-11,Markets,2026-03-17,Broker-Dealer,N,32479.294,Callable,Y,,17650.397,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.10,USD,Y,,,,Day 6,19066.938,Day 56,G-2-Q,,,,,,Prime Brokerage,2026-02-11,Broker-Dealer,Y,7293.182,Extendable,N,,10395.669,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.11,HKD,N,,,,Day 4,0.0,,S-6-Q,,,,,,Commercial Banking,2026-02-09,Bank,Y,17416.502,Extendable,N,,15430.616,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.12,USD,Y,,,,Day 37,0.0,,S-1,,,,,ENTITY-20,Markets,2026-03-14,Broker-Dealer,N,15838.466,Extendable,Y,,2517.682,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.13,USD,Y,,,,75 - 82 Days,0.0,,IG-2-Q,,,,,,Commercial Banking,2026-04-28,Bank,Y,14689.477,Callable,N,,3170.702,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.14,USD,Y,,,,>5 Yr,0.0,,S-7-Q,,,,,ENTITY-05,Wealth Management,2035-08-08,Financial Market Utility,Y,1489.778,Callable,Y,,37532.365,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.15,CAD,N,,,,Day 38,0.0,,S-1-Q,,,,,,Commercial Banking,2026-03-15,Bank,Y,33672.766,NULL,N,,11029.135,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.16,USD,Y,,,,Day 52,0.0,,IG-1,,,,,,Prime Brokerage,2026-03-29,Bank,Y,12787.422,NULL,N,,28199.666,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.17,CHF,N,,,,Day 42,0.0,,S-3-Q,,,,,,Markets,2026-03-19,Financial Market Utility,N,35681.854,Extendable,N,,9420.85,,,TLAC,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.18,USD,Y,,,,>2 Yr <= 3 Yr,0.0,,G-2,,,,,,Treasury,2029-02-02,Bank,Y,11038.589,Callable,N,,37458.953,,,Capital,,,,,,,,,
Outflows,Wholesale,Wells,2026-02-05,O.W.19,SGD,N,,,,Day 58,0.0,,E-2,,,,,,Markets,2026-04-04,Financial Market Utility,N,9469.919,NULL,N,,32138.345,,,Capital,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.1,USD,Y,SP-6,,,Day 11,0.0,,A-1-Q,Y,,,,ENTITY-19,Wealth Management,2026-02-16,Debt Issuing SPE,Y,47018.582,Extendable,Y,,54197.374,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.2,USD,Y,SP-4,,,Day 17,0.0,,A-1-Q,N,,,,ENTITY-15,Treasury,2026-02-22,GSE,N,41625.191,Extendable,Y,,21871.59,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.3,CAD,N,SP-6,,,Day 28,0.0,,A-1-Q,N,,,,,Wealth Management,2026-03-05,Small Business,Y,36646.422,Puttable,N,,49889.277,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.4,USD,Y,SP-4,,,Day 41,0.0,,S-1-Q,N,,,,,Treasury,2026-03-18,Debt Issuing SPE,N,340.297,NULL,N,,15062.862,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.5,USD,Y,SP-1,,,Day 4,43202.652,Day 1,S-1-Q,Y,,,,ENTITY-19,Prime Brokerage,2026-02-09,Sovereign,Y,20042.371,Callable,Y,,5619.407,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.6,CNY,N,SP-1,,,Day 38,0.0,,CB-2-Q,Y,,,,ENTITY-04,Prime Brokerage,2026-03-15,Retail,Y,27611.642,NULL,Y,,49857.383,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.7,CHF,N,SP-6,,,Day 28,0.0,,S-1-Q,N,,,,,Prime Brokerage,2026-03-05,Central Bank,Y,35673.381,Extendable,N,,6678.186,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.8,USD,Y,SP-7,,,Day 29,0.0,,G-2-Q,N,,,,ENTITY-06,Retail Banking,2026-03-06,Debt Issuing SPE,Y,25843.34,Extendable,Y,,13804.286,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.9,USD,Y,SP-9,,,Day 31,31701.457,Day 20,S-1-Q,Y,,,,,Retail Banking,2026-03-08,Debt Issuing SPE,N,21230.301,Puttable,N,,7514.957,,Y,,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.10,USD,N,SP-1,,,Day 54,18155.623,Day 37,A-1-Q,N,,,,ENTITY-07,Commercial Banking,2026-03-31,Debt Issuing SPE,Y,21985.301,NULL,Y,,28254.144,,N,,,,,,,,,,
Outflows,Secured,Wells,2026-02-05,O.S.11,EUR,N,SP-2,,,Perpetual,0.0,,G-2-Q,Y,,,,ENTITY-13,Retail Banking,,Central Bank,N,27344.625,Callable,Y,,53394.549,,Y,,,,,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.1,USD,Y,,,,Day 23,,,S-1,,,,,,Commercial Banking,2026-02-28,Small Business,Y,11038.769,Callable,N,,6662.365,,,,N,Rating,N,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.2,EUR,N,,,,Day 56,,,CB-2-Q,,,,,,Commercial Banking,2026-04-02,Non-Financial Corporate,N,55998.173,Puttable,N,,29869.395,,,,N,Other,N,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.3,CAD,N,,,,Day 59,,,S-6,,,,,ENTITY-07,Markets,2026-04-05,Retail,N,33498.772,Callable,Y,,73868.755,,,,Y,Other,Y,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.4,USD,Y,,,,Day 29,,,S-7,,,,,ENTITY-02,Treasury,2026-03-06,Retail,N,42532.176,Callable,Y,,60750.173,,,,N,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.5,USD,Y,,,,Day 42,,,A-3-Q,,,,,,Prime Brokerage,2026-03-19,Retail,Y,493.222,Puttable,N,,64882.82,,,,Y,Other,N,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.6,USD,Y,,,,Day 15,,,E-1-Q,,,,,,Treasury,2026-02-20,Small Business,Y,58899.906,Extendable,N,,19065.602,,,,Y,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.7,GBP,N,,,,Day 12,,,IG-1-Q,,,,,ENTITY-20,Treasury,2026-02-17,Retail,N,63810.652,NULL,Y,,62823.428,,,,Y,NULL,Y,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.8,USD,Y,,,,Day 8,,,E-2-Q,,,,,ENTITY-07,Commercial Banking,2026-02-13,Small Business,N,60313.935,Puttable,Y,,51311.953,,,,Y,Contractual,N,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.9,USD,Y,,,,Day 26,,,CB-3,,,,,ENTITY-09,Markets,2026-03-03,Small Business,N,54723.537,Extendable,Y,,6211.056,,,,N,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.10,USD,Y,,,,Day 9,,,G-2,,,,,ENTITY-17,Retail Banking,2026-02-14,Retail,Y,45425.964,Extendable,Y,,71224.377,,,,Y,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.11,USD,N,,,,Day 25,,,G-2,,,,,,Commercial Banking,2026-03-02,Retail,N,16657.878,Extendable,N,,20242.846,,,,Y,Rating,N,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.12,USD,Y,,,,Day 48,,,A-3,,,,,ENTITY-12,Treasury,2026-03-25,Small Business,Y,37988.748,Callable,Y,,54585.531,,,,N,Contractual,Y,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.13,USD,Y,,,,Day 41,,,G-1-Q,,,,,ENTITY-19,Treasury,2026-03-18,Retail,N,8954.682,NULL,Y,,69811.356,,,,Y,NULL,N,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.14,HKD,N,,,,>4 Yr <= 5 Yr,,,S-2-Q,,,,,ENTITY-05,Wealth Management,2030-11-13,Small Business,Y,28298.424,Extendable,Y,,50702.524,,,,N,Rating,Y,,,,,,
Outflows,Deposits,Wells,2026-02-05,O.D.15,USD,Y,,,,Day 60,,,A-4,,,,,,Markets,2026-04-06,Retail,Y,57306.107,Extendable,N,,40830.971,,,,N,Rating,N,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.1,GBP,N,,,,Day 19,0.0,,S-1,,,,,ENTITY-12,Commercial Banking,2026-02-24,Other Supranational,N,11698.842,,Y,,6933.988,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.2,HKD,N,,,,Day 21,0.0,,S-5-Q,,,,,ENTITY-07,Commercial Banking,2026-02-26,Other,Y,4764.972,,Y,,5696.244,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.3,USD,Y,,,,Day 31,0.0,,CB-2-Q,,,,,ENTITY-15,Markets,2026-03-08,Central Bank,Y,11674.566,,Y,,11996.374,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.4,USD,Y,,,,Day 48,0.0,,G-3,,,,,ENTITY-18,Markets,2026-03-25,Financial Market Utility,N,7515.311,,Y,,16144.895,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.5,SGD,N,,,,121 - 150 Days,0.0,,G-3,,,,,,Prime Brokerage,2026-06-10,Retail,N,11893.516,,N,,6289.215,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.6,USD,Y,,,,151 - 179 Days,0.0,,LC-2,,,,,ENTITY-19,Commercial Banking,2026-07-21,Investment Company or Advisor,N,3498.37,,Y,,10884.568,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.7,USD,Y,,,,Day 18,0.0,,G-3-Q,,,,,,Prime Brokerage,2026-02-23,Other Supranational,Y,15847.131,,N,,19999.221,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.8,USD,Y,,,,Day 20,0.0,,G-3-Q,,,,,,Retail Banking,2026-02-25,GSE,N,19581.71,,N,,17460.244,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.9,USD,Y,,,,Day 2,4785.285,91 - 120 Days,A-2,,,,,,Commercial Banking,2026-02-07,Other,N,13014.476,,N,,16012.351,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.10,HKD,N,,,,Day 54,0.0,,A-3-Q,,,,,,Wealth Management,2026-03-31,MDB,N,9417.438,,N,,3794.189,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.11,CNY,N,,,,151 - 179 Days,0.0,,P-2,,,,,,Commercial Banking,2026-07-14,GSE,Y,2458.31,,N,,5746.242,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.12,GBP,N,,,,Day 8,0.0,,S-2,,,,,,Retail Banking,2026-02-13,Central Bank,Y,3256.483,,N,,5782.89,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.13,AUD,N,,,,Day 57,3109.238,Day 54,E-2,,,,,,Prime Brokerage,2026-04-03,Small Business,Y,3411.53,,N,,3751.957,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.14,USD,Y,,,,Day 44,0.0,,P-2,,,,,,Retail Banking,2026-03-21,Other,Y,13584.259,,N,,19444.307,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.15,USD,Y,,,,Day 13,0.0,,G-1,,,,,,Prime Brokerage,2026-02-18,Broker-Dealer,Y,4759.706,,N,,18611.464,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.16,USD,Y,,,,Day 29,0.0,,IG-1,,,,,ENTITY-20,Commercial Banking,2026-03-06,Pension Fund,N,13945.71,,Y,,4435.178,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.17,USD,Y,,,,Day 17,0.0,,S-6,,,,,ENTITY-18,Retail Banking,2026-02-22,Other Supranational,Y,3082.673,,Y,,8677.93,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.18,EUR,N,,,,151 - 179 Days,1046.516,Day 35,CB-2,,,,,ENTITY-08,Prime Brokerage,2026-07-25,Other Supranational,Y,15988.886,,Y,,5428.146,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.19,USD,Y,,,,Day 37,14670.16,Day 10,LC-1,,,,,,Retail Banking,2026-03-14,Broker-Dealer,Y,12129.674,,N,,8118.79,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.20,HKD,N,,,,Day 44,0.0,,CB-3-Q,,,,,,Commercial Banking,2026-03-21,Financial Market Utility,N,5411.942,,N,,8206.792,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.21,USD,Y,,,,Day 3,0.0,,S-8,,,,,,Retail Banking,2026-02-08,Central Bank,Y,9619.714,,N,,14899.991,,,,,,,,,,,,
Outflows,Other,Wells,2026-02-05,O.O.22,HKD,N,,,,Day 22,9292.972,Day 56,IG-2,,,,,,Prime Brokerage,2026-02-27,Debt Issuing SPE,Y,16465.165,,N,,14488.096,,,,,,,,,,,,
Supplemental,Derivatives & Collateral,Wells,2026-02-05,S.DC.1,EUR,N,SP-8,17997.34,,,,,CB-1-Q,N,,>2 Yr <= 3 Yr,FHLB,,Prime Brokerage,,Bank,Y,,,N,,,,,,,,,SP-1,Overcollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-02-05,S.DC.2,USD,N,SP-9,42860.172,,,,,G-2-Q,N,,91 - 120 Days,Securities Lending,,Commercial Banking,,Broker-Dealer,N,,,N,,,,,,,,,SP-4,Undercollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-02-05,S.DC.3,USD,Y,SP-6,43509.821,,,,,A-1-Q,N,,>5 Yr,Derivatives,ENTITY-04,Wealth Management,,Bank,N,,,Y,,,,,,,,,SP-8,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-02-05,S.DC.4,USD,N,SP-9,38856.367,,,,,CB-1-Q,N,,>= 1 Yr <= 2 Yr,Derivatives,ENTITY-11,Markets,,Bank,N,,,Y,,,,,,,,,SP-2,Overcollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-02-05,S.DC.5,USD,Y,SP-7,43660.326,,,,,CB-1-Q,N,,>= 1 Yr <= 2 Yr,Derivatives,ENTITY-03,Wealth Management,,Broker-Dealer,Y,,,Y,,,,,,,,,SP-7,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-02-05,S.DC.6,USD,Y,SP-7,38520.564,,,,,A-1-Q,Y,,180 - 270 Days,Other,ENTITY-01,Treasury,,Broker-Dealer,Y,,,Y,,,,,,,,,SP-3,Fully Collateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-02-05,S.DC.7,USD,Y,SP-5,33163.025,,,,,G-2-Q,N,,180 - 270 Days,Derivatives,,Commercial Banking,,Other,Y,,,N,,,,,,,,,SP-4,Undercollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-02-05,S.DC.8,USD,Y,SP-4,36955.919,,,,,CB-1-Q,Y,,Day 60,Repo,,Commercial Banking,,Broker-Dealer,N,,,N,,,,,,,,,SP-3,Undercollateralized,N,,,
Supplemental,Derivatives & Collateral,Wells,2026-02-05,S.DC.9,USD,Y,SP-7,37780.193,,,,,A-1-Q,Y,,271 - 364 Days,Repo,,Wealth Management,,Bank,Y,,,N,,,,,,,,,SP-3,Overcollateralized,Y,,,
Supplemental,Derivatives & Collateral,Wells,2026-02-05,S.DC.10,USD,Y,SP-8,9682.994,,,,,CB-1-Q,N,,Day 1,Derivatives,ENTITY-17,Retail Banking,,Broker-Dealer,Y,,,Y,,,,,,,,,SP-3,Overcollateralized,N,,,
